nik_valid,memiliki_kk,domisili_tetap,data_ganda,masuk_dtks,status_perkawinan,pekerjaan_kepala_keluarga,jumlah_anggota_kk,usia_kepala_keluarga,layak_subsidi
ya,ya,ya,tidak,tidak,menikah,pegawai,3,65,0
ya,ya,ya,tidak,tidak,menikah,pegawai,3,57,0
ya,tidak,ya,tidak,tidak,menikah,pegawai,1,22,0
tidak,ya,ya,tidak,tidak,menikah,pegawai,4,64,0
tidak,ya,ya,tidak,tidak,menikah,petani,4,63,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,4,57,1
ya,ya,tidak,tidak,ya,belum menikah,pegawai,5,36,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,1,45,0
ya,ya,tidak,tidak,ya,menikah,buruh,5,49,1
ya,ya,ya,tidak,tidak,belum menikah,buruh,5,38,0
ya,ya,ya,tidak,ya,menikah,buruh,8,64,1
ya,ya,ya,ya,tidak,belum menikah,wiraswasta,3,61,0
ya,ya,ya,tidak,tidak,menikah,petani,7,55,1
ya,ya,ya,tidak,tidak,menikah,petani,8,34,1
ya,ya,ya,tidak,tidak,belum menikah,pegawai,4,43,0
ya,ya,tidak,tidak,tidak,menikah,pegawai,5,68,0
ya,ya,ya,tidak,tidak,menikah,petani,4,56,1
ya,ya,ya,tidak,ya,menikah,petani,3,44,1
tidak,ya,ya,tidak,tidak,menikah,wiraswasta,1,36,0
ya,ya,ya,ya,ya,janda/duda,petani,7,28,1
ya,ya,ya,tidak,ya,janda/duda,petani,5,53,1
ya,ya,ya,tidak,ya,menikah,petani,5,61,1
ya,ya,tidak,tidak,ya,menikah,pegawai,5,48,0
ya,ya,ya,tidak,ya,menikah,petani,5,41,1
ya,ya,tidak,tidak,tidak,menikah,pegawai,2,61,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,2,68,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,4,41,0
ya,ya,ya,tidak,ya,menikah,buruh,3,61,1
ya,ya,ya,tidak,ya,menikah,buruh,4,60,1
ya,ya,ya,ya,ya,menikah,petani,6,51,1
ya,ya,ya,tidak,tidak,janda/duda,buruh,3,44,1
ya,ya,ya,tidak,ya,menikah,buruh,5,59,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,3,32,0
ya,ya,tidak,tidak,tidak,belum menikah,buruh,1,53,0
ya,ya,ya,tidak,tidak,belum menikah,pegawai,3,53,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,1,68,0
ya,tidak,ya,tidak,ya,menikah,buruh,4,54,0
ya,ya,tidak,tidak,ya,menikah,buruh,7,42,1
ya,ya,ya,tidak,tidak,menikah,petani,6,62,1
ya,ya,ya,tidak,ya,menikah,buruh,6,39,1
ya,ya,ya,ya,tidak,menikah,pegawai,5,24,0
tidak,ya,ya,tidak,tidak,menikah,wiraswasta,2,48,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,1,41,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,2,61,0
ya,ya,tidak,tidak,ya,menikah,buruh,7,39,1
ya,ya,ya,tidak,tidak,belum menikah,pegawai,2,21,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,5,41,0
ya,ya,ya,tidak,ya,belum menikah,wiraswasta,5,59,0
ya,ya,ya,tidak,ya,menikah,buruh,2,27,0
ya,ya,ya,tidak,ya,menikah,buruh,4,25,1
ya,ya,ya,tidak,ya,menikah,petani,7,62,1
ya,ya,ya,tidak,ya,janda/duda,tidak bekerja,7,55,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,1,54,0
ya,ya,ya,tidak,tidak,menikah,pegawai,1,67,0
ya,ya,ya,tidak,ya,menikah,buruh,4,53,1
ya,tidak,tidak,ya,tidak,menikah,pegawai,5,23,0
tidak,ya,ya,tidak,tidak,menikah,petani,2,38,0
ya,ya,tidak,tidak,ya,menikah,buruh,4,49,1
ya,ya,ya,tidak,ya,janda/duda,buruh,8,51,1
ya,ya,ya,tidak,tidak,belum menikah,buruh,5,64,0
ya,ya,tidak,tidak,tidak,menikah,wiraswasta,2,43,0
ya,ya,tidak,tidak,ya,belum menikah,pegawai,4,39,0
tidak,ya,ya,ya,tidak,belum menikah,pegawai,4,26,0
ya,ya,ya,tidak,ya,menikah,buruh,8,42,1
ya,ya,tidak,tidak,tidak,belum menikah,petani,5,39,0
ya,ya,ya,tidak,tidak,menikah,tidak bekerja,8,33,1
ya,ya,ya,tidak,tidak,belum menikah,buruh,5,30,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,5,45,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,1,34,0
ya,ya,ya,tidak,ya,janda/duda,tidak bekerja,7,34,1
ya,ya,ya,tidak,ya,menikah,buruh,6,64,1
ya,ya,ya,tidak,ya,janda/duda,tidak bekerja,4,51,1
ya,ya,ya,tidak,ya,janda/duda,tidak bekerja,8,59,1
ya,ya,ya,tidak,ya,menikah,buruh,5,56,1
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,4,30,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,4,27,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,4,50,1
ya,ya,ya,tidak,tidak,belum menikah,pegawai,2,23,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,3,48,0
ya,ya,ya,tidak,ya,janda/duda,petani,4,63,1
ya,ya,tidak,tidak,tidak,menikah,pegawai,1,24,0
ya,tidak,ya,tidak,tidak,belum menikah,wiraswasta,2,49,0
ya,ya,ya,tidak,tidak,menikah,buruh,1,53,0
ya,ya,tidak,tidak,tidak,belum menikah,wiraswasta,3,28,0
ya,tidak,ya,tidak,tidak,belum menikah,pegawai,1,55,0
ya,ya,ya,tidak,tidak,janda/duda,petani,4,29,1
ya,ya,ya,tidak,ya,menikah,petani,7,41,1
ya,ya,ya,tidak,ya,menikah,buruh,5,26,1
ya,ya,ya,tidak,ya,menikah,buruh,7,64,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,1,24,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,5,55,1
ya,ya,ya,tidak,ya,menikah,buruh,8,64,1
tidak,ya,ya,tidak,tidak,menikah,buruh,4,36,1
ya,ya,ya,tidak,tidak,menikah,petani,2,52,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,5,45,0
ya,ya,ya,tidak,ya,menikah,buruh,6,41,1
ya,ya,ya,tidak,ya,menikah,petani,4,34,1
tidak,ya,tidak,tidak,tidak,belum menikah,wiraswasta,4,59,0
ya,ya,ya,tidak,ya,menikah,wiraswasta,5,24,0
tidak,ya,ya,tidak,tidak,menikah,wiraswasta,4,26,0
ya,ya,ya,tidak,ya,menikah,petani,7,60,1
tidak,ya,ya,tidak,ya,menikah,pegawai,4,31,0
ya,ya,ya,ya,ya,menikah,petani,7,42,1
ya,tidak,ya,tidak,tidak,belum menikah,pegawai,2,38,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,2,34,0
ya,ya,ya,ya,ya,menikah,buruh,8,38,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,6,56,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,2,29,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,1,21,0
ya,ya,ya,tidak,ya,janda/duda,tidak bekerja,7,32,1
ya,ya,ya,tidak,ya,menikah,petani,7,30,1
ya,ya,ya,tidak,tidak,menikah,petani,3,61,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,4,30,0
ya,ya,ya,tidak,ya,menikah,buruh,6,30,1
ya,ya,ya,ya,tidak,menikah,buruh,5,32,1
ya,ya,tidak,tidak,ya,menikah,petani,3,40,1
ya,ya,ya,tidak,ya,janda/duda,buruh,7,28,1
ya,ya,ya,tidak,ya,menikah,buruh,5,30,1
ya,ya,ya,tidak,ya,menikah,buruh,7,51,1
ya,ya,ya,tidak,ya,menikah,petani,8,29,1
ya,ya,tidak,ya,tidak,belum menikah,wiraswasta,5,51,0
ya,ya,tidak,tidak,ya,janda/duda,buruh,6,36,1
ya,ya,ya,tidak,ya,janda/duda,petani,6,51,1
ya,ya,ya,tidak,ya,menikah,petani,3,38,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,1,28,0
ya,ya,ya,tidak,tidak,belum menikah,pegawai,4,59,0
ya,ya,ya,tidak,ya,menikah,buruh,7,42,1
ya,ya,tidak,tidak,tidak,belum menikah,wiraswasta,4,62,0
ya,ya,ya,tidak,tidak,menikah,pegawai,1,65,0
ya,ya,ya,ya,tidak,janda/duda,petani,4,64,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,3,38,1
ya,ya,ya,tidak,ya,menikah,buruh,8,25,1
tidak,ya,ya,tidak,tidak,belum menikah,wiraswasta,4,31,0
ya,ya,tidak,tidak,ya,menikah,buruh,6,41,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,5,27,1
ya,tidak,ya,tidak,tidak,belum menikah,pegawai,2,44,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,6,59,1
ya,ya,ya,tidak,ya,janda/duda,buruh,7,44,1
ya,ya,ya,tidak,ya,janda/duda,buruh,4,59,1
tidak,ya,ya,tidak,ya,janda/duda,buruh,7,45,1
ya,ya,ya,tidak,ya,janda/duda,buruh,6,29,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,5,67,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,4,56,0
ya,ya,ya,tidak,tidak,belum menikah,buruh,5,66,0
ya,ya,ya,tidak,tidak,menikah,pegawai,1,69,0
ya,ya,ya,tidak,tidak,belum menikah,petani,2,39,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,5,57,0
ya,ya,ya,tidak,ya,menikah,buruh,8,42,1
ya,ya,ya,tidak,ya,menikah,petani,8,32,1
ya,ya,ya,tidak,ya,menikah,buruh,3,63,1
tidak,ya,ya,tidak,tidak,belum menikah,wiraswasta,1,23,0
ya,ya,ya,ya,tidak,menikah,buruh,5,36,0
ya,ya,ya,tidak,tidak,menikah,petani,7,31,1
ya,ya,ya,tidak,ya,menikah,petani,5,48,1
ya,ya,ya,tidak,ya,janda/duda,buruh,6,46,1
ya,ya,ya,ya,tidak,menikah,wiraswasta,2,50,0
tidak,ya,ya,tidak,ya,menikah,buruh,7,51,1
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,4,31,0
ya,ya,ya,tidak,tidak,menikah,buruh,4,53,0
tidak,ya,ya,tidak,tidak,menikah,wiraswasta,3,40,0
ya,tidak,ya,tidak,tidak,menikah,wiraswasta,4,66,0
ya,ya,ya,tidak,ya,janda/duda,petani,5,35,1
ya,ya,ya,tidak,ya,menikah,buruh,3,45,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,3,44,1
tidak,tidak,ya,tidak,tidak,menikah,wiraswasta,4,67,0
tidak,ya,ya,tidak,tidak,menikah,pegawai,5,24,0
ya,ya,ya,tidak,ya,janda/duda,buruh,7,62,1
ya,tidak,ya,tidak,tidak,menikah,wiraswasta,1,47,0
ya,tidak,ya,ya,tidak,belum menikah,buruh,1,35,0
ya,ya,tidak,tidak,tidak,menikah,buruh,4,37,1
ya,ya,ya,ya,ya,janda/duda,buruh,8,44,1
ya,ya,ya,tidak,tidak,menikah,pegawai,4,55,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,6,60,1
ya,ya,ya,ya,tidak,belum menikah,wiraswasta,3,56,0
ya,ya,ya,tidak,ya,belum menikah,buruh,1,25,0
ya,ya,tidak,tidak,ya,belum menikah,petani,1,29,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,2,24,0
ya,ya,ya,tidak,tidak,menikah,pegawai,1,64,0
ya,ya,ya,ya,ya,menikah,petani,4,61,0
ya,ya,tidak,tidak,ya,menikah,pegawai,1,25,0
ya,ya,ya,tidak,ya,menikah,buruh,4,39,1
ya,ya,ya,tidak,tidak,menikah,pegawai,3,68,0
tidak,ya,ya,tidak,ya,belum menikah,buruh,2,35,0
ya,ya,tidak,tidak,ya,janda/duda,buruh,5,60,1
ya,ya,ya,tidak,tidak,menikah,pegawai,1,39,0
ya,ya,ya,tidak,tidak,belum menikah,pegawai,5,23,0
ya,ya,ya,tidak,tidak,menikah,petani,1,26,0
ya,ya,tidak,tidak,tidak,belum menikah,pegawai,5,46,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,3,54,0
ya,ya,ya,tidak,tidak,belum menikah,pegawai,3,46,0
ya,ya,ya,tidak,ya,menikah,petani,7,37,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,4,41,1
ya,ya,ya,tidak,ya,menikah,buruh,5,53,1
ya,ya,ya,tidak,ya,janda/duda,petani,6,29,1
ya,ya,ya,tidak,tidak,menikah,petani,2,51,0
ya,ya,ya,tidak,ya,menikah,wiraswasta,4,48,0
ya,ya,ya,tidak,ya,menikah,buruh,8,61,1
ya,ya,ya,tidak,ya,menikah,buruh,3,34,1
ya,ya,tidak,tidak,ya,menikah,wiraswasta,4,35,0
ya,ya,ya,tidak,ya,menikah,pegawai,2,27,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,3,36,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,3,60,1
ya,ya,ya,tidak,ya,janda/duda,buruh,4,37,1
ya,ya,ya,tidak,tidak,menikah,petani,3,33,0
ya,ya,ya,tidak,ya,janda/duda,buruh,4,52,1
ya,ya,ya,tidak,ya,janda/duda,tidak bekerja,8,28,1
ya,tidak,tidak,tidak,ya,menikah,wiraswasta,1,64,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,7,62,1
tidak,ya,ya,tidak,ya,janda/duda,buruh,7,30,1
ya,ya,ya,tidak,ya,janda/duda,petani,8,58,1
ya,ya,ya,tidak,ya,menikah,petani,5,39,1
ya,ya,ya,tidak,ya,menikah,buruh,4,60,1
tidak,ya,ya,tidak,tidak,menikah,wiraswasta,1,31,0
ya,ya,ya,tidak,tidak,menikah,petani,5,52,1
ya,ya,ya,tidak,tidak,belum menikah,pegawai,3,64,0
ya,ya,ya,tidak,ya,menikah,petani,3,43,0
ya,ya,ya,tidak,ya,menikah,buruh,4,27,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,1,56,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,4,59,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,1,31,0
ya,ya,tidak,tidak,tidak,menikah,wiraswasta,4,50,0
tidak,ya,ya,tidak,tidak,belum menikah,pegawai,2,64,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,4,57,0
ya,ya,ya,tidak,ya,menikah,buruh,8,44,1
ya,ya,ya,tidak,tidak,belum menikah,pegawai,4,50,0
ya,ya,ya,tidak,ya,menikah,buruh,6,27,1
ya,ya,tidak,tidak,tidak,belum menikah,pegawai,1,38,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,5,38,0
ya,ya,ya,tidak,tidak,belum menikah,pegawai,3,40,0
tidak,ya,ya,tidak,tidak,menikah,wiraswasta,3,64,0
ya,ya,tidak,tidak,tidak,belum menikah,wiraswasta,5,44,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,4,60,1
ya,ya,ya,tidak,tidak,menikah,pegawai,5,21,0
ya,ya,ya,tidak,tidak,menikah,buruh,2,34,0
ya,ya,ya,tidak,tidak,menikah,pegawai,3,60,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,3,55,0
tidak,ya,ya,tidak,tidak,janda/duda,petani,4,43,1
ya,ya,ya,tidak,tidak,menikah,pegawai,5,60,0
ya,ya,ya,tidak,ya,menikah,pegawai,5,57,0
ya,ya,ya,tidak,tidak,belum menikah,buruh,5,48,0
tidak,ya,ya,tidak,tidak,menikah,pegawai,1,59,0
ya,ya,ya,tidak,tidak,menikah,petani,8,61,1
ya,ya,ya,tidak,ya,menikah,buruh,8,59,1
ya,ya,ya,tidak,ya,menikah,buruh,5,39,1
ya,ya,tidak,tidak,ya,janda/duda,tidak bekerja,8,44,1
ya,ya,ya,tidak,tidak,belum menikah,buruh,1,34,0
ya,ya,ya,tidak,ya,menikah,buruh,4,41,1
ya,ya,ya,ya,tidak,menikah,petani,3,52,0
ya,ya,ya,tidak,tidak,belum menikah,buruh,4,51,0
ya,ya,ya,tidak,ya,belum menikah,pegawai,1,39,0
ya,ya,ya,tidak,tidak,menikah,pegawai,1,66,0
ya,ya,tidak,tidak,tidak,menikah,wiraswasta,1,62,0
tidak,ya,ya,tidak,ya,menikah,pegawai,5,40,0
tidak,ya,ya,tidak,tidak,belum menikah,buruh,3,57,0
ya,ya,tidak,tidak,ya,menikah,tidak bekerja,7,27,1
ya,ya,ya,ya,ya,menikah,buruh,4,50,0
ya,ya,ya,ya,ya,janda/duda,buruh,3,49,1
ya,ya,ya,tidak,tidak,menikah,buruh,4,32,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,4,25,1
ya,ya,ya,tidak,ya,menikah,buruh,5,56,1
tidak,ya,tidak,tidak,ya,menikah,tidak bekerja,6,45,1
ya,ya,tidak,tidak,tidak,menikah,wiraswasta,4,54,0
ya,tidak,ya,tidak,tidak,belum menikah,wiraswasta,1,41,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,5,29,0
ya,ya,ya,tidak,ya,menikah,buruh,3,33,1
ya,ya,ya,ya,tidak,menikah,petani,3,49,0
ya,ya,ya,tidak,ya,janda/duda,petani,8,27,1
ya,ya,tidak,tidak,tidak,belum menikah,wiraswasta,4,60,0
ya,ya,ya,tidak,ya,belum menikah,pegawai,2,39,0
ya,ya,ya,tidak,tidak,menikah,pegawai,1,68,0
ya,ya,ya,tidak,ya,menikah,buruh,8,38,1
ya,ya,ya,ya,ya,janda/duda,tidak bekerja,6,47,1
ya,ya,ya,tidak,tidak,belum menikah,pegawai,4,28,0
ya,ya,ya,tidak,ya,janda/duda,buruh,8,37,1
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,3,58,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,1,64,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,3,67,0
ya,ya,tidak,tidak,tidak,menikah,wiraswasta,3,58,0
ya,ya,tidak,tidak,tidak,menikah,petani,6,28,1
ya,ya,ya,tidak,ya,menikah,pegawai,4,25,0
ya,ya,tidak,tidak,ya,menikah,tidak bekerja,5,27,1
ya,ya,ya,tidak,ya,belum menikah,wiraswasta,3,60,0
ya,ya,ya,tidak,ya,janda/duda,tidak bekerja,3,39,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,3,32,0
ya,ya,ya,tidak,ya,menikah,buruh,6,60,1
ya,ya,ya,tidak,ya,janda/duda,petani,6,52,1
tidak,ya,ya,tidak,tidak,menikah,wiraswasta,1,35,0
ya,ya,ya,tidak,ya,menikah,buruh,6,43,1
ya,ya,tidak,tidak,ya,menikah,buruh,3,39,1
ya,ya,ya,tidak,tidak,menikah,petani,4,45,0
ya,ya,ya,tidak,ya,menikah,buruh,4,43,1
ya,ya,tidak,tidak,tidak,menikah,wiraswasta,5,47,0
ya,ya,ya,tidak,tidak,janda/duda,petani,3,50,1
ya,ya,ya,tidak,tidak,belum menikah,pegawai,4,32,0
ya,ya,ya,tidak,tidak,belum menikah,petani,4,59,0
ya,ya,ya,tidak,ya,janda/duda,tidak bekerja,3,43,1
ya,ya,ya,tidak,tidak,janda/duda,buruh,7,53,1
ya,ya,ya,tidak,tidak,menikah,buruh,2,63,0
ya,ya,tidak,tidak,ya,menikah,pegawai,2,66,0
ya,ya,ya,tidak,tidak,belum menikah,petani,2,65,0
ya,tidak,ya,tidak,ya,menikah,buruh,7,27,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,1,58,0
ya,ya,tidak,tidak,tidak,belum menikah,pegawai,2,66,0
ya,ya,ya,tidak,ya,janda/duda,buruh,6,32,1
ya,ya,tidak,tidak,ya,belum menikah,pegawai,5,27,0
ya,ya,ya,tidak,ya,menikah,buruh,6,54,1
tidak,ya,ya,ya,tidak,belum menikah,wiraswasta,4,33,0
ya,ya,tidak,ya,tidak,belum menikah,petani,2,46,0
ya,ya,ya,tidak,tidak,menikah,pegawai,2,39,0
ya,ya,ya,tidak,ya,janda/duda,buruh,8,25,1
ya,ya,ya,tidak,tidak,menikah,pegawai,2,35,0
ya,ya,ya,tidak,ya,menikah,buruh,5,25,1
ya,ya,ya,ya,tidak,belum menikah,wiraswasta,2,54,0
ya,ya,ya,tidak,ya,menikah,pegawai,5,24,0
ya,ya,ya,tidak,ya,janda/duda,petani,5,62,1
ya,ya,ya,tidak,ya,janda/duda,buruh,7,35,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,5,45,0
ya,ya,ya,tidak,tidak,menikah,buruh,2,23,0
ya,ya,tidak,tidak,tidak,menikah,petani,3,23,0
ya,ya,ya,tidak,ya,belum menikah,pegawai,4,42,0
ya,ya,ya,tidak,ya,menikah,buruh,6,46,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,4,57,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,8,55,1
ya,ya,tidak,tidak,ya,menikah,buruh,4,62,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,4,43,1
ya,ya,ya,tidak,tidak,belum menikah,buruh,4,26,0
ya,ya,ya,tidak,tidak,belum menikah,buruh,1,26,0
ya,ya,ya,tidak,tidak,belum menikah,pegawai,2,48,0
ya,ya,tidak,tidak,ya,menikah,tidak bekerja,7,54,1
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,2,37,0
ya,ya,ya,tidak,ya,menikah,wiraswasta,1,59,0
tidak,ya,ya,tidak,tidak,menikah,buruh,1,56,0
ya,ya,ya,tidak,tidak,menikah,buruh,2,51,0
ya,ya,ya,tidak,ya,menikah,petani,8,47,1
ya,ya,ya,tidak,tidak,belum menikah,pegawai,3,59,0
ya,ya,ya,tidak,tidak,menikah,petani,2,28,0
ya,ya,ya,tidak,ya,janda/duda,tidak bekerja,7,51,1
ya,ya,ya,tidak,ya,menikah,buruh,6,54,1
ya,ya,ya,tidak,ya,menikah,buruh,6,64,1
ya,tidak,ya,tidak,tidak,belum menikah,pegawai,5,22,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,3,65,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,3,44,0
ya,ya,ya,tidak,ya,janda/duda,tidak bekerja,4,37,1
ya,ya,ya,tidak,ya,menikah,buruh,5,33,1
ya,ya,ya,tidak,ya,menikah,petani,5,35,1
ya,ya,ya,tidak,tidak,belum menikah,pegawai,3,29,0
ya,ya,ya,ya,tidak,belum menikah,pegawai,2,29,0
tidak,ya,ya,tidak,tidak,menikah,pegawai,3,30,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,4,64,0
ya,ya,tidak,tidak,ya,belum menikah,pegawai,5,29,0
ya,ya,ya,tidak,tidak,menikah,pegawai,3,31,0
ya,ya,ya,ya,tidak,menikah,wiraswasta,3,34,0
ya,ya,tidak,tidak,tidak,menikah,wiraswasta,1,63,0
ya,ya,ya,tidak,ya,belum menikah,wiraswasta,2,65,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,8,34,1
ya,ya,tidak,tidak,tidak,belum menikah,pegawai,2,42,0
ya,ya,ya,tidak,ya,menikah,petani,3,46,1
ya,ya,ya,tidak,ya,menikah,buruh,7,29,1
ya,tidak,ya,tidak,tidak,menikah,petani,6,44,1
ya,ya,ya,tidak,tidak,belum menikah,buruh,1,44,0
ya,ya,ya,tidak,tidak,menikah,petani,8,59,1
ya,ya,ya,tidak,tidak,janda/duda,petani,6,35,1
ya,ya,ya,tidak,tidak,belum menikah,pegawai,1,21,0
ya,ya,ya,tidak,ya,menikah,petani,6,54,1
ya,ya,tidak,tidak,tidak,menikah,wiraswasta,4,27,0
ya,ya,ya,tidak,ya,menikah,buruh,4,49,1
ya,ya,ya,tidak,tidak,belum menikah,buruh,1,55,0
ya,ya,ya,tidak,ya,menikah,petani,3,64,1
ya,ya,ya,tidak,ya,janda/duda,tidak bekerja,5,52,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,4,48,0
ya,ya,ya,ya,ya,menikah,tidak bekerja,6,47,1
ya,ya,ya,tidak,ya,menikah,buruh,6,33,1
ya,ya,ya,tidak,ya,janda/duda,buruh,6,31,1
ya,ya,tidak,ya,tidak,menikah,buruh,4,39,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,1,31,0
ya,ya,tidak,tidak,tidak,belum menikah,petani,4,25,0
ya,ya,ya,tidak,ya,menikah,petani,7,63,1
ya,ya,tidak,ya,ya,belum menikah,petani,5,46,0
ya,ya,ya,tidak,ya,menikah,petani,6,28,1
ya,ya,ya,tidak,tidak,menikah,pegawai,5,49,0
ya,ya,ya,tidak,ya,janda/duda,petani,5,52,1
ya,ya,ya,tidak,tidak,belum menikah,buruh,4,49,0
ya,ya,ya,tidak,ya,janda/duda,buruh,8,64,1
ya,ya,ya,ya,tidak,menikah,petani,4,65,0
ya,ya,ya,tidak,tidak,menikah,tidak bekerja,8,64,1
ya,ya,ya,tidak,ya,menikah,wiraswasta,3,67,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,5,36,1
ya,ya,tidak,tidak,tidak,belum menikah,pegawai,1,32,0
ya,ya,ya,tidak,ya,menikah,buruh,3,54,1
ya,ya,ya,tidak,ya,menikah,petani,4,46,1
ya,tidak,ya,tidak,tidak,janda/duda,buruh,4,49,1
ya,ya,ya,ya,ya,menikah,tidak bekerja,3,50,1
ya,ya,ya,tidak,ya,menikah,petani,3,33,1
ya,ya,ya,tidak,tidak,menikah,tidak bekerja,3,64,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,3,43,1
ya,ya,ya,tidak,tidak,menikah,tidak bekerja,6,51,1
tidak,ya,ya,tidak,ya,janda/duda,petani,5,37,1
ya,ya,ya,tidak,tidak,menikah,petani,5,52,1
tidak,ya,tidak,tidak,tidak,belum menikah,wiraswasta,5,64,0
ya,ya,ya,tidak,tidak,menikah,pegawai,4,59,0
tidak,ya,ya,tidak,ya,janda/duda,buruh,8,34,1
ya,ya,ya,tidak,tidak,belum menikah,pegawai,3,50,0
ya,ya,tidak,tidak,ya,menikah,pegawai,4,41,0
ya,ya,ya,tidak,tidak,menikah,pegawai,3,24,0
ya,ya,ya,tidak,tidak,menikah,pegawai,3,56,0
tidak,ya,ya,tidak,tidak,belum menikah,wiraswasta,2,49,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,4,55,1
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,5,25,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,4,52,1
ya,ya,ya,tidak,tidak,belum menikah,buruh,5,48,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,5,30,1
ya,ya,ya,ya,ya,menikah,buruh,3,44,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,4,55,0
ya,ya,ya,tidak,tidak,menikah,pegawai,1,69,0
ya,ya,ya,tidak,ya,menikah,petani,4,57,1
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,5,69,0
ya,ya,ya,tidak,ya,menikah,buruh,7,35,1
ya,ya,ya,tidak,tidak,belum menikah,pegawai,5,21,0
ya,ya,ya,tidak,tidak,menikah,pegawai,3,35,0
ya,ya,ya,tidak,ya,janda/duda,buruh,4,31,1
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,1,48,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,3,66,0
ya,ya,ya,tidak,tidak,janda/duda,petani,6,63,1
ya,ya,tidak,tidak,tidak,janda/duda,buruh,5,62,1
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,5,29,0
ya,ya,ya,tidak,ya,menikah,buruh,8,47,1
