umur,status_pekerjaan,status_pernikahan
49,pekerja informal,menikah
64,pekerja informal,cerai
78,pekerja informal,janda
34,karyawan tetap,duda
27,pekerja informal,cerai
69,pengangguran,duda
33,wirausaha,menikah
27,pns,cerai
34,pegawai tetap,janda
29,pengangguran,menikah
27,pekerja informal,cerai
54,pekerja informal,menikah
59,pengangguran,belum menikah
64,wirausaha,cerai
53,wirausaha,belum menikah
27,karyawan tetap,belum menikah
63,pekerja informal,janda
42,pengangguran,duda
36,pegawai tetap,menikah
73,wirausaha,duda
78,pns,menikah
75,pekerja informal,belum menikah
57,wirausaha,menikah
57,pengangguran,janda
36,pegawai tetap,janda
21,buruh,cerai
72,karyawan tetap,duda
27,pegawai tetap,belum menikah
22,wirausaha,cerai
23,pekerja informal,menikah
62,pengangguran,menikah
34,pegawai tetap,duda
50,wirausaha,duda
57,pekerja informal,belum menikah
64,karyawan tetap,belum menikah
49,buruh,belum menikah
46,wirausaha,cerai
59,pengangguran,duda
74,wirausaha,belum menikah
48,karyawan tetap,cerai
69,buruh,cerai
63,pns,cerai
40,wirausaha,janda
44,pengangguran,duda
40,pegawai tetap,janda
46,karyawan tetap,cerai
28,pekerja informal,menikah
30,pekerja informal,belum menikah
67,karyawan tetap,cerai
35,buruh,belum menikah
54,pengangguran,janda
76,buruh,janda
64,wirausaha,cerai
24,buruh,cerai
20,pengangguran,duda
77,pegawai tetap,menikah
40,pengangguran,cerai
52,pekerja informal,janda
24,wirausaha,cerai
20,buruh,janda
30,pns,belum menikah
47,pegawai tetap,belum menikah
47,karyawan tetap,belum menikah
62,pekerja informal,cerai
71,buruh,belum menikah
46,pengangguran,janda
70,pegawai tetap,belum menikah
54,karyawan tetap,janda
23,buruh,menikah
30,pns,janda
65,pengangguran,belum menikah
72,pegawai tetap,menikah
49,pengangguran,janda
64,pekerja informal,janda
50,buruh,duda
19,pengangguran,cerai
58,pns,duda
20,pengangguran,duda
18,pengangguran,belum menikah
34,pns,belum menikah
78,pns,janda
27,pegawai tetap,janda
69,pekerja informal,janda
37,pengangguran,belum menikah
76,karyawan tetap,cerai
72,wirausaha,cerai
34,pns,duda
69,karyawan tetap,janda
59,buruh,janda
33,pns,janda
31,pegawai tetap,duda
37,pengangguran,janda
52,pegawai tetap,menikah
63,wirausaha,cerai
25,pns,janda
26,wirausaha,duda
22,wirausaha,menikah
77,buruh,menikah
44,pekerja informal,janda
49,buruh,menikah
31,pengangguran,duda
57,karyawan tetap,cerai
50,wirausaha,duda
68,pengangguran,cerai
74,pns,duda
56,pekerja informal,belum menikah
31,karyawan tetap,duda
36,pekerja informal,janda
70,wirausaha,belum menikah
32,pegawai tetap,belum menikah
70,karyawan tetap,menikah
19,karyawan tetap,menikah
57,karyawan tetap,duda
27,pekerja informal,menikah
32,pengangguran,menikah
22,pekerja informal,belum menikah
18,wirausaha,menikah
31,wirausaha,belum menikah
26,pengangguran,menikah
41,pegawai tetap,janda
47,wirausaha,belum menikah
65,pns,belum menikah
41,pns,janda
31,buruh,janda
52,pekerja informal,belum menikah
41,pekerja informal,menikah
61,karyawan tetap,duda
77,karyawan tetap,belum menikah
44,buruh,janda
68,buruh,belum menikah
55,wirausaha,belum menikah
21,buruh,belum menikah
40,pns,menikah
68,wirausaha,belum menikah
35,pengangguran,duda
70,wirausaha,belum menikah
61,pekerja informal,cerai
44,pekerja informal,cerai
23,pengangguran,belum menikah
66,karyawan tetap,duda
36,pengangguran,cerai
43,pns,menikah
32,pegawai tetap,cerai
55,pekerja informal,duda
76,pns,belum menikah
56,pengangguran,duda
49,buruh,belum menikah
53,pekerja informal,menikah
25,buruh,belum menikah
19,buruh,duda
35,pengangguran,duda
25,pns,janda
65,karyawan tetap,menikah
27,pegawai tetap,duda
78,buruh,duda
27,karyawan tetap,menikah
70,pegawai tetap,menikah
43,pengangguran,belum menikah
76,pengangguran,janda
68,pns,janda
22,pekerja informal,janda
63,wirausaha,janda
59,karyawan tetap,belum menikah
78,pegawai tetap,belum menikah
78,pekerja informal,belum menikah
49,pengangguran,duda
70,pengangguran,cerai
30,pns,belum menikah
23,wirausaha,duda
22,pns,janda
24,pns,duda
21,pekerja informal,menikah
39,pengangguran,duda
49,pengangguran,cerai
63,karyawan tetap,cerai
37,pegawai tetap,cerai
19,wirausaha,duda
76,pekerja informal,duda
21,pns,janda
24,pegawai tetap,duda
57,karyawan tetap,menikah
54,pengangguran,duda
74,pekerja informal,belum menikah
59,wirausaha,janda
79,pekerja informal,belum menikah
59,wirausaha,duda
21,pegawai tetap,duda
43,wirausaha,cerai
41,buruh,janda
79,pns,belum menikah
66,wirausaha,cerai
56,pns,duda
72,karyawan tetap,menikah
54,pengangguran,menikah
65,wirausaha,menikah
75,pekerja informal,menikah
42,pns,menikah
43,buruh,belum menikah
38,karyawan tetap,cerai
29,pekerja informal,cerai
37,wirausaha,belum menikah
18,karyawan tetap,cerai
39,karyawan tetap,menikah
50,pns,belum menikah
22,pns,cerai
28,pegawai tetap,janda
75,pns,duda
26,pekerja informal,cerai
30,wirausaha,menikah
59,karyawan tetap,janda
26,pekerja informal,belum menikah
68,pegawai tetap,duda
18,pegawai tetap,janda
57,pegawai tetap,cerai
36,pns,janda
61,pegawai tetap,janda
73,karyawan tetap,cerai
79,wirausaha,duda
30,pegawai tetap,cerai
67,pekerja informal,belum menikah
24,pegawai tetap,janda
51,pekerja informal,duda
42,karyawan tetap,duda
70,buruh,cerai
57,pns,menikah
63,wirausaha,belum menikah
52,buruh,menikah
62,karyawan tetap,menikah
65,pns,janda
48,pekerja informal,menikah
51,pengangguran,belum menikah
64,pekerja informal,belum menikah
59,pekerja informal,duda
38,pengangguran,belum menikah
50,pns,duda
64,pekerja informal,cerai
68,buruh,menikah
54,pekerja informal,belum menikah
58,pns,duda
58,pegawai tetap,janda
51,pengangguran,duda
29,wirausaha,belum menikah
39,pekerja informal,cerai
75,karyawan tetap,duda
40,pekerja informal,menikah
61,pegawai tetap,cerai
72,pegawai tetap,belum menikah
68,pekerja informal,duda
34,buruh,menikah
32,buruh,janda
29,pekerja informal,janda
26,pekerja informal,cerai
78,pns,janda
41,karyawan tetap,belum menikah
21,pekerja informal,duda
21,pns,menikah
68,buruh,cerai
28,pekerja informal,menikah
63,pekerja informal,menikah
44,karyawan tetap,menikah
24,pegawai tetap,janda
31,buruh,belum menikah
71,pengangguran,janda
78,pegawai tetap,cerai
70,pegawai tetap,duda
56,karyawan tetap,menikah
22,pengangguran,janda
77,pns,belum menikah
23,buruh,belum menikah
29,karyawan tetap,menikah
21,wirausaha,cerai
42,pekerja informal,menikah
44,pekerja informal,janda
36,buruh,duda
59,pns,cerai
23,wirausaha,cerai
32,pns,menikah
22,pegawai tetap,duda
40,karyawan tetap,menikah
43,pengangguran,menikah
65,buruh,duda
25,pengangguran,belum menikah
55,pengangguran,janda
62,karyawan tetap,menikah
56,pekerja informal,janda
30,pengangguran,duda
28,pekerja informal,cerai
65,karyawan tetap,menikah
40,pekerja informal,duda
60,buruh,duda
40,karyawan tetap,cerai
65,pns,duda
77,wirausaha,janda
47,wirausaha,duda
29,wirausaha,janda
55,pengangguran,janda
36,pegawai tetap,duda
42,karyawan tetap,menikah
62,pengangguran,janda
22,pekerja informal,janda
48,karyawan tetap,cerai
45,wirausaha,cerai
35,pegawai tetap,duda
49,buruh,menikah
64,pegawai tetap,duda
29,wirausaha,cerai
55,pekerja informal,janda
72,wirausaha,belum menikah
55,buruh,cerai
64,buruh,duda
51,buruh,cerai
37,pns,cerai
40,wirausaha,janda
47,pengangguran,janda
36,karyawan tetap,belum menikah
34,pekerja informal,belum menikah
67,pns,belum menikah
27,pekerja informal,janda
54,buruh,cerai
47,karyawan tetap,menikah
40,pekerja informal,cerai
23,pengangguran,duda
51,buruh,janda
76,wirausaha,menikah
76,pengangguran,menikah
72,pegawai tetap,belum menikah
54,pegawai tetap,duda
33,buruh,cerai
54,pegawai tetap,cerai
58,wirausaha,duda
60,pns,belum menikah
35,wirausaha,duda
64,pekerja informal,belum menikah
35,buruh,belum menikah
37,karyawan tetap,belum menikah
40,karyawan tetap,janda
38,pns,duda
35,wirausaha,janda
61,pns,cerai
67,pegawai tetap,cerai
74,wirausaha,cerai
30,buruh,menikah
23,buruh,cerai
50,karyawan tetap,belum menikah
79,karyawan tetap,belum menikah
34,pekerja informal,duda
19,pengangguran,duda
44,buruh,cerai
21,pns,menikah
27,buruh,belum menikah
22,wirausaha,janda
25,pegawai tetap,duda
77,wirausaha,menikah
71,karyawan tetap,belum menikah
76,wirausaha,belum menikah
57,buruh,menikah
37,wirausaha,menikah
68,pekerja informal,duda
44,buruh,janda
72,pegawai tetap,duda
51,wirausaha,cerai
68,pegawai tetap,duda
62,pekerja informal,cerai
76,pns,duda
69,pengangguran,cerai
75,pns,duda
45,pengangguran,duda
51,wirausaha,duda
62,buruh,duda
68,wirausaha,belum menikah
59,pengangguran,janda
24,pekerja informal,cerai
52,karyawan tetap,cerai
30,buruh,belum menikah
64,pns,cerai
24,pegawai tetap,janda
74,pegawai tetap,belum menikah
36,pegawai tetap,menikah
35,buruh,menikah
45,karyawan tetap,belum menikah
38,wirausaha,belum menikah
46,pekerja informal,belum menikah
29,pekerja informal,menikah
67,pekerja informal,janda
60,pengangguran,menikah
32,karyawan tetap,cerai
76,pengangguran,menikah
29,wirausaha,belum menikah
47,karyawan tetap,janda
48,pns,belum menikah
56,karyawan tetap,menikah
35,karyawan tetap,cerai
19,pns,duda
38,buruh,menikah
36,karyawan tetap,belum menikah
22,pegawai tetap,cerai
59,pegawai tetap,janda
60,wirausaha,menikah
57,pegawai tetap,belum menikah
49,pengangguran,menikah
48,wirausaha,menikah
44,pns,menikah
69,buruh,menikah
65,pengangguran,duda
70,pegawai tetap,duda
25,pengangguran,belum menikah
79,pns,menikah
43,buruh,menikah
64,wirausaha,duda
28,pegawai tetap,duda
79,buruh,menikah
75,pegawai tetap,janda
49,pegawai tetap,belum menikah
35,buruh,janda
76,pegawai tetap,cerai
28,pekerja informal,cerai
53,karyawan tetap,belum menikah
75,wirausaha,menikah
35,wirausaha,belum menikah
57,pekerja informal,belum menikah
58,pns,menikah
43,pns,menikah
21,karyawan tetap,cerai
39,pegawai tetap,belum menikah
70,pekerja informal,belum menikah
53,wirausaha,duda
23,pns,belum menikah
23,pekerja informal,cerai
46,karyawan tetap,janda
42,karyawan tetap,belum menikah
28,buruh,belum menikah
27,pegawai tetap,belum menikah
21,karyawan tetap,menikah
58,pengangguran,belum menikah
47,buruh,janda
32,pegawai tetap,cerai
35,wirausaha,duda
58,buruh,menikah
44,karyawan tetap,janda
65,buruh,janda
29,pegawai tetap,duda
41,pengangguran,janda
43,pengangguran,janda
53,pegawai tetap,cerai
69,pekerja informal,cerai
25,wirausaha,duda
33,wirausaha,belum menikah
21,buruh,janda
27,karyawan tetap,janda
70,pekerja informal,duda
78,pekerja informal,janda
58,pns,cerai
41,buruh,belum menikah
48,pengangguran,cerai
46,pengangguran,menikah
66,wirausaha,menikah
78,pekerja informal,cerai
45,pengangguran,duda
19,pekerja informal,cerai
67,pengangguran,belum menikah
24,wirausaha,belum menikah
50,pegawai tetap,cerai
29,pns,belum menikah
33,karyawan tetap,belum menikah
43,wirausaha,janda
34,pengangguran,belum menikah
77,wirausaha,duda
48,pengangguran,duda
19,buruh,duda
50,pekerja informal,menikah
18,buruh,janda
35,pekerja informal,menikah
71,pns,belum menikah
35,wirausaha,janda
60,pekerja informal,cerai
26,pns,cerai
44,wirausaha,duda
21,buruh,duda
66,pns,duda
38,pns,janda
76,pengangguran,belum menikah
52,pegawai tetap,cerai
57,pegawai tetap,belum menikah
38,wirausaha,janda
58,karyawan tetap,menikah
29,pns,janda
52,buruh,duda
52,pegawai tetap,belum menikah
33,pegawai tetap,duda
36,buruh,cerai
67,buruh,belum menikah
38,pengangguran,belum menikah
31,karyawan tetap,janda
43,karyawan tetap,belum menikah
42,karyawan tetap,janda
49,karyawan tetap,duda
23,karyawan tetap,janda
38,pegawai tetap,cerai
53,buruh,janda
71,pns,menikah
47,pekerja informal,cerai
34,wirausaha,belum menikah
34,pekerja informal,janda
23,buruh,belum menikah
35,pegawai tetap,menikah
54,buruh,belum menikah
58,buruh,janda
67,pns,duda
68,pegawai tetap,belum menikah
24,pengangguran,menikah
40,buruh,cerai
31,karyawan tetap,menikah
28,wirausaha,janda
65,pekerja informal,duda
67,pengangguran,menikah
51,buruh,duda
20,wirausaha,janda
23,pegawai tetap,belum menikah
29,pekerja informal,cerai
64,pekerja informal,duda
51,wirausaha,duda
37,karyawan tetap,duda
79,pengangguran,menikah
53,pengangguran,cerai
32,pekerja informal,duda
41,pegawai tetap,belum menikah
49,wirausaha,duda
57,pns,janda
42,karyawan tetap,belum menikah
55,pns,cerai
21,pekerja informal,menikah
58,pengangguran,duda
19,buruh,cerai
78,pegawai tetap,menikah
18,pengangguran,cerai
24,wirausaha,belum menikah
68,pengangguran,janda
65,pengangguran,cerai
38,pengangguran,duda
48,karyawan tetap,duda
60,pengangguran,duda
43,buruh,menikah
55,wirausaha,belum menikah
74,pns,menikah
19,karyawan tetap,menikah
69,wirausaha,menikah
38,pekerja informal,menikah
79,wirausaha,menikah
64,pekerja informal,menikah
44,pengangguran,belum menikah
22,pegawai tetap,belum menikah
26,pengangguran,cerai
53,karyawan tetap,duda
37,pengangguran,duda
32,wirausaha,menikah
19,pns,belum menikah
65,pns,belum menikah
59,buruh,duda
29,pekerja informal,duda
19,pengangguran,cerai
22,buruh,duda
25,pns,belum menikah
58,pegawai tetap,duda
18,pekerja informal,janda
74,pengangguran,duda
51,karyawan tetap,janda
79,karyawan tetap,janda
23,pengangguran,menikah
46,pns,belum menikah
53,karyawan tetap,belum menikah
71,karyawan tetap,janda
60,wirausaha,duda
47,karyawan tetap,duda
36,karyawan tetap,janda
19,buruh,belum menikah
39,pns,menikah
58,buruh,duda
31,pekerja informal,duda
62,karyawan tetap,belum menikah
67,pengangguran,duda
49,pekerja informal,belum menikah
39,pns,duda
65,karyawan tetap,janda
77,pns,belum menikah
51,wirausaha,belum menikah
68,wirausaha,menikah
27,karyawan tetap,cerai
27,wirausaha,belum menikah
61,pegawai tetap,belum menikah
54,karyawan tetap,menikah
30,wirausaha,cerai
57,pns,janda
79,wirausaha,belum menikah
74,pekerja informal,cerai
72,pengangguran,janda
77,pekerja informal,janda
75,pns,menikah
33,pegawai tetap,belum menikah
72,pengangguran,janda
35,wirausaha,menikah
55,pegawai tetap,duda
20,pekerja informal,duda
78,pegawai tetap,belum menikah
40,wirausaha,duda
53,pengangguran,duda
74,buruh,duda
40,karyawan tetap,cerai
34,wirausaha,cerai
66,karyawan tetap,janda
49,pengangguran,belum menikah
26,pegawai tetap,cerai
31,karyawan tetap,belum menikah
43,pegawai tetap,belum menikah
65,pengangguran,duda
35,pekerja informal,janda
51,karyawan tetap,menikah
74,karyawan tetap,janda
24,wirausaha,janda
69,buruh,menikah
38,buruh,belum menikah
20,karyawan tetap,cerai
46,pegawai tetap,belum menikah
59,pegawai tetap,janda
30,wirausaha,duda
41,wirausaha,menikah
72,buruh,cerai
76,pns,belum menikah
42,wirausaha,belum menikah
26,karyawan tetap,menikah
73,wirausaha,belum menikah
32,pns,duda
19,pekerja informal,menikah
45,buruh,janda
24,karyawan tetap,cerai
54,pns,cerai
63,wirausaha,duda
47,karyawan tetap,janda
26,karyawan tetap,duda
39,pegawai tetap,menikah
58,karyawan tetap,duda
62,wirausaha,cerai
41,pegawai tetap,janda
39,pekerja informal,cerai
77,pegawai tetap,belum menikah
54,wirausaha,janda
71,buruh,belum menikah
38,pegawai tetap,belum menikah
62,pekerja informal,menikah
40,pekerja informal,cerai
36,buruh,duda
51,wirausaha,menikah
35,wirausaha,menikah
38,pengangguran,janda
65,wirausaha,menikah
29,pns,cerai
57,wirausaha,cerai
48,buruh,duda
25,pegawai tetap,menikah
24,wirausaha,cerai
50,pengangguran,cerai
63,buruh,janda
39,pegawai tetap,duda
61,pekerja informal,duda
34,buruh,janda
26,karyawan tetap,janda
43,buruh,belum menikah
63,pengangguran,belum menikah
60,pegawai tetap,janda
53,pegawai tetap,duda
37,karyawan tetap,janda
66,pengangguran,menikah
77,pns,belum menikah
39,pns,duda
79,karyawan tetap,belum menikah
71,wirausaha,cerai
18,buruh,janda
47,pengangguran,duda
62,buruh,duda
53,pegawai tetap,belum menikah
55,pekerja informal,cerai
24,pegawai tetap,janda
50,pengangguran,duda
58,karyawan tetap,cerai
26,buruh,belum menikah
75,pekerja informal,cerai
28,pengangguran,menikah
28,pekerja informal,cerai
18,buruh,cerai
37,pengangguran,duda
22,buruh,duda
53,pegawai tetap,cerai
37,buruh,menikah
27,buruh,duda
28,buruh,belum menikah
50,pekerja informal,cerai
50,pekerja informal,belum menikah
53,pegawai tetap,menikah
44,pns,janda
26,buruh,belum menikah
44,pekerja informal,belum menikah
79,pekerja informal,duda
42,pekerja informal,cerai
32,pengangguran,duda
65,pengangguran,janda
43,pekerja informal,cerai
45,pns,belum menikah
59,pengangguran,belum menikah
27,pegawai tetap,cerai
78,pns,janda
35,karyawan tetap,janda
57,wirausaha,menikah
20,pengangguran,belum menikah
24,pns,janda
34,pegawai tetap,belum menikah
45,karyawan tetap,cerai
24,pegawai tetap,duda
28,wirausaha,menikah
52,pns,belum menikah
31,pegawai tetap,menikah
26,pegawai tetap,cerai
70,karyawan tetap,duda
62,pegawai tetap,menikah
36,wirausaha,belum menikah
23,pegawai tetap,janda
40,wirausaha,janda
70,karyawan tetap,belum menikah
46,pengangguran,menikah
32,pns,cerai
60,pengangguran,menikah
55,pekerja informal,duda
41,karyawan tetap,cerai
56,karyawan tetap,janda
44,pns,duda
29,pengangguran,duda
23,pekerja informal,duda
73,pegawai tetap,duda
63,pengangguran,duda
63,pengangguran,belum menikah
53,pns,belum menikah
33,pekerja informal,duda
27,pekerja informal,belum menikah
23,pns,janda
71,wirausaha,duda
27,wirausaha,cerai
56,wirausaha,janda
62,karyawan tetap,janda
34,pekerja informal,cerai
51,buruh,duda
52,wirausaha,menikah
75,pns,cerai
42,buruh,menikah
19,pengangguran,belum menikah
77,pns,menikah
44,wirausaha,cerai
34,pekerja informal,cerai
31,pns,janda
74,pns,belum menikah
18,pegawai tetap,belum menikah
56,pekerja informal,janda
54,wirausaha,janda
30,pegawai tetap,duda
46,buruh,belum menikah
63,pekerja informal,duda
42,pekerja informal,janda
31,pengangguran,janda
60,buruh,belum menikah
55,pegawai tetap,cerai
59,pekerja informal,cerai
49,pengangguran,janda
25,pns,menikah
43,pns,duda
29,pekerja informal,menikah
32,pekerja informal,janda
49,pegawai tetap,menikah
48,pns,janda
36,karyawan tetap,janda
18,karyawan tetap,cerai
68,wirausaha,belum menikah
69,wirausaha,duda
28,wirausaha,janda
57,pegawai tetap,duda
43,pegawai tetap,duda
24,pengangguran,belum menikah
59,pengangguran,duda
29,karyawan tetap,duda
62,buruh,belum menikah
54,karyawan tetap,janda
19,wirausaha,duda
51,pns,belum menikah
29,wirausaha,cerai
77,pegawai tetap,janda
51,buruh,belum menikah
21,pns,belum menikah
19,pegawai tetap,janda
35,pegawai tetap,janda
72,pekerja informal,duda
67,buruh,belum menikah
18,pengangguran,cerai
72,pekerja informal,belum menikah
57,pekerja informal,menikah
45,wirausaha,cerai
44,karyawan tetap,cerai
76,pekerja informal,cerai
48,pegawai tetap,janda
48,pengangguran,janda
36,pns,menikah
25,karyawan tetap,menikah
39,pekerja informal,menikah
60,buruh,menikah
70,karyawan tetap,janda
51,buruh,cerai
45,pekerja informal,duda
23,karyawan tetap,janda
76,wirausaha,belum menikah
60,buruh,cerai
62,pekerja informal,belum menikah
73,buruh,duda
37,karyawan tetap,belum menikah
25,karyawan tetap,belum menikah
34,buruh,menikah
25,pegawai tetap,belum menikah
36,pns,menikah
24,buruh,cerai
58,wirausaha,menikah
73,wirausaha,duda
65,pekerja informal,belum menikah
38,buruh,belum menikah
46,pekerja informal,belum menikah
21,wirausaha,menikah
20,karyawan tetap,duda
34,karyawan tetap,janda
32,pegawai tetap,belum menikah
68,pegawai tetap,cerai
33,karyawan tetap,menikah
77,pns,menikah
49,pns,duda
36,pns,menikah
50,pegawai tetap,janda
22,pekerja informal,menikah
26,pekerja informal,janda
41,pekerja informal,menikah
19,pengangguran,duda
72,buruh,belum menikah
18,karyawan tetap,menikah
28,buruh,belum menikah
25,pekerja informal,cerai
20,buruh,belum menikah
38,pns,janda
53,buruh,duda
49,pekerja informal,duda
56,pns,belum menikah
32,karyawan tetap,janda
79,pegawai tetap,janda
49,pegawai tetap,janda
45,pns,menikah
74,pengangguran,menikah
35,wirausaha,cerai
44,pekerja informal,janda
60,wirausaha,duda
40,pekerja informal,menikah
34,buruh,belum menikah
41,pns,duda
75,pengangguran,janda
70,pegawai tetap,cerai
23,pekerja informal,duda
35,pegawai tetap,duda
63,wirausaha,cerai
57,pengangguran,belum menikah
65,wirausaha,janda
22,buruh,cerai
37,pengangguran,menikah
78,pns,menikah
54,karyawan tetap,cerai
57,karyawan tetap,duda
64,wirausaha,menikah
33,pengangguran,menikah
64,pegawai tetap,cerai
74,pengangguran,duda
63,pengangguran,duda
55,pekerja informal,duda
26,wirausaha,duda
43,pegawai tetap,janda
72,pekerja informal,cerai
43,pns,belum menikah
37,karyawan tetap,janda
38,pegawai tetap,janda
61,pegawai tetap,cerai
57,wirausaha,belum menikah
40,pekerja informal,cerai
65,pegawai tetap,menikah
43,pekerja informal,menikah
30,karyawan tetap,janda
43,pengangguran,belum menikah
57,pekerja informal,cerai
61,wirausaha,belum menikah
75,buruh,janda
41,buruh,duda
24,pegawai tetap,cerai
65,pegawai tetap,cerai
21,pekerja informal,duda
28,wirausaha,duda
40,pns,cerai
23,pengangguran,belum menikah
43,pegawai tetap,cerai
40,pns,janda
31,karyawan tetap,cerai
68,pengangguran,belum menikah
58,wirausaha,duda
24,wirausaha,janda
54,buruh,belum menikah
58,pns,belum menikah
44,wirausaha,janda
61,buruh,duda
46,pegawai tetap,cerai
40,buruh,janda
68,pns,menikah
32,karyawan tetap,menikah
46,pegawai tetap,duda
22,pns,janda
49,pekerja informal,janda
24,wirausaha,janda
57,pns,menikah
37,wirausaha,belum menikah
72,pegawai tetap,menikah
69,karyawan tetap,janda
29,pekerja informal,duda
79,buruh,duda
79,buruh,cerai
47,pegawai tetap,janda
67,pengangguran,belum menikah
23,pengangguran,janda
44,buruh,cerai
43,karyawan tetap,janda
37,karyawan tetap,cerai
69,buruh,duda
37,buruh,janda
48,wirausaha,menikah
58,pns,duda
48,pengangguran,menikah
20,buruh,duda
79,wirausaha,belum menikah
21,pegawai tetap,menikah
33,pns,duda
31,pegawai tetap,janda
68,wirausaha,janda
66,pegawai tetap,duda
26,pegawai tetap,janda
58,pekerja informal,cerai
27,wirausaha,belum menikah
54,buruh,janda
20,pekerja informal,belum menikah
28,wirausaha,cerai
24,wirausaha,cerai
28,buruh,menikah
49,buruh,menikah
31,pns,cerai
43,karyawan tetap,menikah
30,pegawai tetap,menikah
44,pengangguran,duda
59,pns,menikah
46,pegawai tetap,duda
79,buruh,cerai
72,wirausaha,cerai
61,pekerja informal,duda
45,pengangguran,cerai
56,pegawai tetap,duda
79,pekerja informal,duda
50,pekerja informal,duda
56,pekerja informal,janda
19,karyawan tetap,cerai
30,pengangguran,belum menikah
70,pns,duda
69,buruh,belum menikah
27,pekerja informal,janda
56,karyawan tetap,belum menikah
45,pegawai tetap,duda
27,karyawan tetap,cerai
56,pns,janda
48,pns,janda
21,pengangguran,belum menikah
60,karyawan tetap,menikah
73,wirausaha,janda
29,pekerja informal,duda
58,karyawan tetap,cerai
54,buruh,janda
21,karyawan tetap,belum menikah
54,pengangguran,cerai
58,pegawai tetap,belum menikah
26,wirausaha,belum menikah
59,pekerja informal,cerai
28,pns,duda
45,wirausaha,belum menikah
20,karyawan tetap,cerai
27,wirausaha,belum menikah
32,wirausaha,janda
77,pekerja informal,belum menikah
42,pegawai tetap,belum menikah
23,pekerja informal,menikah
30,pekerja informal,duda
19,pegawai tetap,menikah
77,karyawan tetap,belum menikah
42,pns,janda
48,wirausaha,cerai
19,pns,janda
49,pns,menikah
28,buruh,menikah
18,buruh,janda
75,pengangguran,menikah
73,pns,duda
22,pns,belum menikah
79,wirausaha,belum menikah
26,karyawan tetap,belum menikah
66,pengangguran,menikah
45,pegawai tetap,belum menikah
67,wirausaha,janda
70,wirausaha,cerai
52,pekerja informal,duda
18,pegawai tetap,cerai
78,pegawai tetap,cerai
66,pekerja informal,menikah
58,pns,janda
32,wirausaha,belum menikah
70,buruh,duda
20,pekerja informal,cerai
27,wirausaha,janda
71,wirausaha,cerai
74,pengangguran,cerai
46,pengangguran,cerai
67,pns,duda
24,buruh,cerai
58,pegawai tetap,cerai
59,pengangguran,belum menikah
30,karyawan tetap,janda
58,karyawan tetap,menikah
26,karyawan tetap,cerai
46,pns,duda
60,pekerja informal,menikah
64,karyawan tetap,menikah
32,pekerja informal,cerai
39,buruh,cerai
59,karyawan tetap,janda
60,pns,duda
39,pegawai tetap,janda
51,pekerja informal,cerai
79,pns,belum menikah
45,karyawan tetap,cerai
36,pegawai tetap,menikah
57,wirausaha,janda
31,pegawai tetap,duda
66,karyawan tetap,janda
71,buruh,duda
56,pekerja informal,duda
76,wirausaha,janda
51,wirausaha,cerai
48,buruh,duda
32,buruh,belum menikah
40,karyawan tetap,menikah
54,pengangguran,cerai
29,pns,janda
39,pns,cerai
25,pekerja informal,janda
67,wirausaha,janda
22,karyawan tetap,belum menikah
46,pns,belum menikah
72,pegawai tetap,janda
51,pengangguran,belum menikah
44,pns,janda
76,pekerja informal,cerai
34,wirausaha,belum menikah
75,pegawai tetap,cerai
45,pns,janda
78,wirausaha,cerai
32,wirausaha,duda
61,buruh,duda
38,pekerja informal,cerai
79,pns,janda
74,karyawan tetap,belum menikah
47,buruh,cerai
21,karyawan tetap,duda
60,buruh,cerai
56,pns,cerai
21,wirausaha,menikah
61,karyawan tetap,duda
64,pengangguran,belum menikah
29,wirausaha,duda
61,buruh,menikah
55,pengangguran,belum menikah
59,pegawai tetap,belum menikah
78,pengangguran,duda
73,pegawai tetap,menikah
56,pns,belum menikah
30,karyawan tetap,cerai
78,wirausaha,belum menikah
25,pekerja informal,menikah
67,buruh,belum menikah
39,wirausaha,janda
52,wirausaha,menikah
78,pns,duda
44,karyawan tetap,belum menikah
27,buruh,duda
30,pekerja informal,cerai
62,buruh,menikah
58,pegawai tetap,duda
76,pengangguran,janda
77,wirausaha,menikah
31,pegawai tetap,cerai
27,pns,janda
29,pns,menikah
18,pengangguran,belum menikah
42,wirausaha,duda
18,pengangguran,janda
31,buruh,cerai
71,buruh,cerai
78,buruh,janda
77,pekerja informal,belum menikah
39,pengangguran,duda
78,pengangguran,janda
40,pegawai tetap,duda
59,karyawan tetap,cerai
60,pengangguran,menikah
35,pegawai tetap,janda
60,pengangguran,belum menikah
40,wirausaha,menikah
24,pekerja informal,belum menikah
58,buruh,cerai
47,buruh,duda
34,buruh,belum menikah
29,karyawan tetap,duda
71,pegawai tetap,duda
76,pekerja informal,cerai
40,karyawan tetap,menikah
19,karyawan tetap,menikah
30,pengangguran,menikah
55,pekerja informal,cerai
42,pns,cerai
50,pengangguran,duda
21,buruh,cerai
25,karyawan tetap,menikah
18,wirausaha,menikah
51,karyawan tetap,belum menikah
53,wirausaha,janda
57,pegawai tetap,janda
57,wirausaha,menikah
63,karyawan tetap,menikah
35,pengangguran,cerai
57,pengangguran,janda
41,buruh,belum menikah
78,pegawai tetap,belum menikah
19,wirausaha,belum menikah
79,pengangguran,belum menikah
53,pengangguran,menikah
21,wirausaha,cerai
54,pns,menikah
75,karyawan tetap,janda
64,pegawai tetap,duda
20,buruh,menikah
