penghasilan,jumlah_tanggungan,kondisi_rumah,status_pekerjaan,pendidikan,lama_tinggal_tahun,layak_subsidi
1180553,5,layak,PNS,SMA,19,0
1647341,3,tidak layak,tidak bekerja,SMP,29,1
1271967,2,sederhana,petani,SD,14,1
1896942,4,tidak layak,petani,SMA,22,1
2011293,2,tidak layak,petani,Diploma,29,0
1952246,4,tidak layak,petani,SMP,23,1
3540476,1,sederhana,tidak bekerja,SD,28,0
1364359,2,layak,PNS,SMA,9,0
1288790,0,layak,buruh harian,SD,14,0
1939903,4,tidak layak,tidak bekerja,SMA,2,1
1337827,5,sederhana,buruh harian,SD,28,1
1329365,4,sederhana,petani,SD,24,1
1642613,2,sederhana,buruh harian,Sarjana,11,1
1715460,5,tidak layak,petani,SMA,3,1
1481680,0,layak,petani,SMA,23,0
2868388,2,sederhana,petani,SMA,25,0
3161196,5,layak,petani,SMP,23,0
3245239,0,layak,wirausaha,SMA,4,0
4582299,3,tidak layak,buruh harian,SMA,3,0
1656702,3,sederhana,buruh harian,SMA,21,1
1288859,4,tidak layak,tidak bekerja,SD,24,1
1845474,5,sederhana,buruh harian,SD,16,1
4943334,1,layak,karyawan,Sarjana,20,0
4520212,3,sederhana,petani,Sarjana,13,0
4858863,5,layak,karyawan,SD,17,0
1742488,3,tidak layak,PNS,SMA,4,0
1923875,3,sederhana,petani,SMA,23,1
4995609,2,sederhana,PNS,Diploma,25,0
3957061,2,tidak layak,petani,SMP,7,0
1930370,5,layak,buruh harian,Sarjana,7,0
2256715,0,layak,wirausaha,SMP,18,0
1959744,3,tidak layak,petani,SMP,18,1
1116381,5,sederhana,buruh harian,Diploma,20,1
1823346,3,tidak layak,buruh harian,SMA,22,1
1971375,1,layak,PNS,SMA,20,0
4738006,3,layak,PNS,SMA,6,0
1910681,3,tidak layak,petani,SD,21,1
4751198,0,sederhana,tidak bekerja,SD,3,0
3485367,1,sederhana,PNS,SD,18,0
1478007,4,tidak layak,petani,SMA,9,1
1932883,3,tidak layak,tidak bekerja,SMA,6,1
4225830,2,sederhana,karyawan,SMP,9,0
3080154,5,layak,PNS,SD,11,0
1402732,1,sederhana,karyawan,SMP,2,0
3109818,2,layak,tidak bekerja,SMP,5,0
1484410,3,tidak layak,petani,SMA,22,1
4735444,3,sederhana,PNS,SD,22,0
1698956,3,sederhana,petani,SMA,14,1
2448021,1,layak,tidak bekerja,SD,14,0
4100581,1,tidak layak,PNS,SMP,9,0
3962102,3,layak,karyawan,SD,14,0
1694780,4,sederhana,tidak bekerja,SD,1,1
1133004,3,tidak layak,buruh harian,SMA,21,1
1347739,3,tidak layak,petani,SMP,14,1
1924618,5,sederhana,buruh harian,SMA,11,1
1073869,4,tidak layak,buruh harian,SMA,7,1
3745683,2,layak,wirausaha,SMP,9,0
1729497,3,tidak layak,tidak bekerja,SMA,7,1
1188456,5,sederhana,tidak bekerja,SMA,9,1
1775158,5,sederhana,wirausaha,SMP,25,0
2107677,3,tidak layak,petani,SMA,23,0
1622605,2,sederhana,buruh harian,SD,5,1
1009435,0,tidak layak,PNS,SD,3,0
1496758,4,tidak layak,wirausaha,Sarjana,7,0
2009612,1,tidak layak,tidak bekerja,SD,21,0
3957272,4,layak,buruh harian,SD,11,0
4026217,1,sederhana,petani,SD,17,0
1912727,2,tidak layak,buruh harian,Sarjana,8,1
1187771,4,sederhana,buruh harian,Sarjana,25,1
1023275,5,tidak layak,tidak bekerja,SD,28,1
1967561,3,tidak layak,tidak bekerja,Diploma,29,1
1080257,1,layak,karyawan,Sarjana,3,0
1780926,5,sederhana,petani,SMA,6,1
1825816,3,tidak layak,buruh harian,SD,21,1
1852746,4,sederhana,tidak bekerja,SD,15,1
4875358,2,layak,karyawan,SMA,21,0
2184141,2,layak,buruh harian,SD,24,0
1312250,2,tidak layak,tidak bekerja,Diploma,15,1
1110155,3,tidak layak,petani,SMP,29,1
1850538,0,tidak layak,PNS,Diploma,8,0
2320567,2,tidak layak,karyawan,Diploma,20,0
2294929,3,tidak layak,tidak bekerja,SMA,2,0
1753704,5,tidak layak,buruh harian,SD,20,1
2838756,0,layak,tidak bekerja,SD,9,0
1768734,5,sederhana,buruh harian,SMP,24,1
1953692,5,tidak layak,wirausaha,SMA,14,0
4652309,1,tidak layak,PNS,SMA,21,0
1805889,5,sederhana,petani,SD,1,1
1383152,3,sederhana,buruh harian,Diploma,18,1
4154036,2,layak,karyawan,Diploma,8,0
2143647,5,layak,karyawan,SD,4,0
1573189,4,tidak layak,petani,Diploma,4,1
1542015,5,sederhana,petani,SMA,23,1
2391405,3,layak,karyawan,Sarjana,29,0
2669595,3,sederhana,karyawan,SMA,12,0
1823346,3,tidak layak,buruh harian,SMA,22,1
1076077,4,sederhana,tidak bekerja,Diploma,21,1
1331593,3,sederhana,tidak bekerja,SD,22,1
1870123,4,tidak layak,tidak bekerja,SD,19,1
1344710,5,sederhana,tidak bekerja,SD,19,1
1327025,4,tidak layak,tidak bekerja,SMA,15,1
1461243,3,tidak layak,petani,SD,20,1
4763024,5,sederhana,tidak bekerja,SMA,9,0
1158588,2,sederhana,tidak bekerja,SMA,16,1
1780641,5,sederhana,petani,SMP,2,1
1278167,5,tidak layak,buruh harian,SMP,24,1
3688612,1,layak,karyawan,SMA,13,0
1806242,2,sederhana,wirausaha,Diploma,23,0
1484410,3,tidak layak,petani,SMA,22,1
4950511,4,tidak layak,petani,SMP,4,0
3276106,1,sederhana,wirausaha,SD,26,0
1493948,4,tidak layak,tidak bekerja,SMA,21,1
1330904,5,sederhana,buruh harian,SMA,20,1
1497562,4,sederhana,petani,SMA,20,1
3774825,2,layak,PNS,SD,8,0
1003051,5,tidak layak,petani,SMP,11,1
1805889,5,sederhana,petani,SD,1,1
4731404,1,layak,tidak bekerja,Sarjana,15,0
1191232,5,sederhana,buruh harian,SD,16,1
1441904,3,sederhana,tidak bekerja,SMA,27,1
1694780,4,sederhana,tidak bekerja,SD,1,1
1404772,5,tidak layak,buruh harian,SMP,20,1
1404772,5,tidak layak,buruh harian,SMP,20,1
2366808,1,layak,wirausaha,SMP,3,0
2975154,5,tidak layak,PNS,SMP,26,0
4788963,5,layak,karyawan,Sarjana,21,0
4458010,1,sederhana,petani,SMA,2,0
4077172,3,sederhana,tidak bekerja,SMA,14,0
4544839,5,sederhana,tidak bekerja,SMP,18,0
1588158,4,tidak layak,buruh harian,SMA,17,1
1838003,2,sederhana,tidak bekerja,SD,15,1
1608746,5,tidak layak,buruh harian,SD,10,1
3521279,2,tidak layak,buruh harian,SMP,28,0
3645485,1,tidak layak,petani,SD,23,0
1600530,2,sederhana,buruh harian,Sarjana,4,1
1443031,3,sederhana,tidak bekerja,SMP,6,1
1317537,3,sederhana,petani,SD,6,1
1465982,1,sederhana,karyawan,SMP,15,0
1850350,3,sederhana,tidak bekerja,SMP,29,1
4239576,0,tidak layak,buruh harian,Diploma,27,0
3281608,1,tidak layak,tidak bekerja,SMP,4,0
2059599,0,tidak layak,wirausaha,SMP,24,0
4876620,5,tidak layak,petani,SMA,18,0
1865139,4,sederhana,petani,SMA,26,1
1786958,3,sederhana,tidak bekerja,SMP,25,1
1896209,2,tidak layak,petani,SMA,11,1
2416012,4,layak,petani,SMA,19,0
3442266,2,sederhana,PNS,SD,22,0
1324912,4,sederhana,tidak bekerja,SD,3,1
4414527,0,sederhana,buruh harian,SMP,6,0
3087258,5,layak,karyawan,SMA,28,0
1933396,4,sederhana,buruh harian,SMA,1,1
1790141,4,sederhana,tidak bekerja,SMA,6,1
2490077,5,sederhana,wirausaha,Diploma,15,0
1912727,2,tidak layak,buruh harian,Sarjana,8,1
1197775,1,sederhana,wirausaha,Sarjana,14,0
3739956,3,layak,buruh harian,SMA,16,0
3433478,2,sederhana,petani,SMA,26,0
3133783,5,sederhana,PNS,SMA,19,0
1128322,4,tidak layak,wirausaha,SMP,12,0
4329693,4,tidak layak,wirausaha,Diploma,21,0
2855227,1,sederhana,wirausaha,SD,17,0
1835036,5,sederhana,buruh harian,SMA,1,1
4208020,0,tidak layak,petani,SMA,10,0
4171320,5,tidak layak,wirausaha,Sarjana,8,0
1961703,2,tidak layak,buruh harian,SMP,5,1
4128160,2,tidak layak,wirausaha,Diploma,20,0
4823528,1,layak,tidak bekerja,SMA,18,0
1163038,0,layak,karyawan,SMA,16,0
2235202,1,sederhana,PNS,SMA,24,0
3822136,1,sederhana,petani,SMP,5,0
1810006,3,tidak layak,wirausaha,SMP,7,0
1671009,5,sederhana,buruh harian,SMA,17,1
1863349,4,sederhana,buruh harian,Diploma,19,1
1795600,4,tidak layak,buruh harian,SMP,1,1
1953277,5,tidak layak,buruh harian,Diploma,4,1
2589228,0,sederhana,tidak bekerja,SMP,20,0
1661616,0,layak,buruh harian,Sarjana,19,0
1678841,5,tidak layak,petani,SMA,27,1
1791743,4,tidak layak,tidak bekerja,SMA,4,1
3922097,0,layak,karyawan,Sarjana,17,0
4554366,5,tidak layak,wirausaha,SMA,7,0
2930082,4,tidak layak,petani,SMP,4,0
1245546,3,sederhana,buruh harian,SMA,5,1
1344710,5,sederhana,tidak bekerja,SD,19,1
1513313,5,sederhana,karyawan,SMA,20,0
1953277,5,tidak layak,buruh harian,Diploma,4,1
1063037,4,tidak layak,buruh harian,SD,21,1
2688472,5,sederhana,wirausaha,SMA,26,0
1874772,4,tidak layak,tidak bekerja,SMP,28,1
1994170,3,tidak layak,petani,SMA,14,1
1215048,5,sederhana,tidak bekerja,Diploma,24,1
1393574,3,sederhana,tidak bekerja,SMP,16,1
1196769,3,tidak layak,petani,SMP,7,1
1341815,3,tidak layak,karyawan,SMP,22,0
1445101,2,tidak layak,buruh harian,SMP,24,1
2252078,3,tidak layak,buruh harian,SMA,3,0
3083592,3,layak,tidak bekerja,Sarjana,15,0
1147718,3,sederhana,petani,Diploma,27,1
2328263,3,layak,PNS,SMA,5,0
3602967,3,layak,karyawan,SD,5,0
3080154,5,layak,PNS,SD,11,0
4561963,4,sederhana,tidak bekerja,SD,9,0
2082660,3,tidak layak,wirausaha,SMA,19,0
3004168,1,layak,karyawan,SMA,10,0
1124123,5,tidak layak,petani,SMP,15,1
4503157,3,layak,petani,SMP,16,0
1191232,5,sederhana,buruh harian,SD,16,1
1435684,4,layak,PNS,SMA,20,0
3234236,5,sederhana,tidak bekerja,SMA,23,0
3082263,1,layak,wirausaha,SMP,27,0
3067359,3,layak,petani,SMA,13,0
1993176,4,layak,wirausaha,Diploma,18,0
1876110,4,sederhana,buruh harian,SMA,21,1
4255303,1,tidak layak,karyawan,Sarjana,6,0
3180521,3,tidak layak,karyawan,SD,29,0
3538568,3,sederhana,wirausaha,SMP,16,0
4622138,0,sederhana,wirausaha,SMA,20,0
1073869,4,tidak layak,buruh harian,SMA,7,1
3222809,3,sederhana,karyawan,SD,26,0
3129863,3,tidak layak,tidak bekerja,Sarjana,3,0
3661198,1,tidak layak,tidak bekerja,SD,2,0
2550522,1,tidak layak,petani,SMA,24,0
1912826,2,tidak layak,tidak bekerja,SD,24,1
1729903,5,tidak layak,buruh harian,Sarjana,14,1
1431374,2,tidak layak,tidak bekerja,SMA,12,1
1133554,2,sederhana,buruh harian,SD,21,1
2880901,4,tidak layak,PNS,SMP,12,0
1591652,2,tidak layak,petani,SD,2,1
4203503,3,sederhana,buruh harian,SMA,14,0
4998422,0,layak,tidak bekerja,SMP,28,0
4474675,4,tidak layak,PNS,SMP,27,0
3470858,5,sederhana,PNS,SD,7,0
4522554,3,sederhana,wirausaha,SMA,18,0
4292023,1,sederhana,wirausaha,SD,14,0
2509433,3,layak,buruh harian,SMA,7,0
1115359,4,tidak layak,buruh harian,SMP,15,1
2960826,2,tidak layak,wirausaha,SD,2,0
1315826,4,tidak layak,buruh harian,SMP,15,1
1284821,5,tidak layak,tidak bekerja,SMA,13,1
1573044,3,tidak layak,buruh harian,SD,13,1
1330817,3,sederhana,petani,SMP,21,1
1445101,2,tidak layak,buruh harian,SMP,24,1
2338486,0,layak,tidak bekerja,SMA,13,0
4081091,4,tidak layak,karyawan,SMA,22,0
3055555,4,layak,karyawan,SMA,18,0
1568302,3,tidak layak,tidak bekerja,SD,16,1
2663261,1,layak,PNS,SMP,22,0
1245546,3,sederhana,buruh harian,SMA,5,1
2136074,2,layak,petani,SD,24,0
2072876,1,sederhana,PNS,SD,14,0
3557537,3,tidak layak,karyawan,Diploma,16,0
1943187,3,tidak layak,petani,SD,29,1
1443031,3,sederhana,tidak bekerja,SMP,6,1
4761675,5,layak,tidak bekerja,SD,23,0
1667689,2,sederhana,buruh harian,SMP,11,1
4008038,3,layak,tidak bekerja,SD,2,0
4874910,0,layak,wirausaha,Sarjana,14,0
1961568,4,layak,PNS,SD,17,0
2315573,3,sederhana,wirausaha,SMP,27,0
1497562,4,sederhana,petani,SMA,20,1
1288998,4,sederhana,karyawan,SD,21,0
1715460,5,tidak layak,petani,SMA,3,1
3627144,4,sederhana,karyawan,SMA,27,0
1647008,5,tidak layak,petani,SMP,22,1
4947197,0,layak,PNS,SMP,18,0
1087955,4,tidak layak,petani,SD,20,1
1478007,4,tidak layak,petani,SMA,9,1
1177789,3,sederhana,wirausaha,SMA,5,0
1133554,2,sederhana,buruh harian,SD,21,1
1838003,2,sederhana,tidak bekerja,SD,15,1
3864781,1,sederhana,petani,SMA,27,0
1639282,2,tidak layak,buruh harian,SMP,16,1
3095588,4,tidak layak,karyawan,SMP,11,0
1227897,2,sederhana,tidak bekerja,SD,5,1
1463001,3,sederhana,karyawan,SMA,26,0
3317115,1,layak,petani,SMA,24,0
1953277,5,tidak layak,buruh harian,Diploma,4,1
1783066,4,tidak layak,petani,SD,17,1
3971820,3,sederhana,tidak bekerja,Diploma,16,0
2347098,2,sederhana,PNS,SMA,27,0
4080733,1,sederhana,petani,Sarjana,10,0
1284821,5,tidak layak,tidak bekerja,SMA,13,1
3822988,5,sederhana,wirausaha,SMP,18,0
2763211,0,layak,wirausaha,SMA,23,0
1431374,2,tidak layak,tidak bekerja,SMA,12,1
2478301,1,sederhana,PNS,SD,23,0
1667689,2,sederhana,buruh harian,SMP,11,1
3942190,5,sederhana,PNS,Sarjana,9,0
1525134,1,layak,wirausaha,SMP,5,0
3704716,2,sederhana,PNS,SMP,11,0
1783066,4,tidak layak,petani,SD,17,1
3384833,0,sederhana,karyawan,SD,14,0
1404772,5,tidak layak,buruh harian,SMP,20,1
2162928,3,layak,PNS,SD,1,0
1914228,5,layak,PNS,SMP,22,0
1063037,4,tidak layak,buruh harian,SD,21,1
1845474,5,sederhana,buruh harian,SD,16,1
1251451,4,tidak layak,karyawan,Diploma,17,0
4731404,1,layak,tidak bekerja,Sarjana,15,0
2396025,1,tidak layak,petani,SMA,23,0
2614737,5,layak,petani,SMP,4,0
1415384,5,tidak layak,buruh harian,SMA,11,1
1103355,5,tidak layak,petani,Diploma,15,1
1298512,4,tidak layak,tidak bekerja,Diploma,19,1
1850350,3,sederhana,tidak bekerja,SMP,29,1
1608746,5,tidak layak,buruh harian,SD,10,1
1155683,2,sederhana,karyawan,SD,22,0
3386488,2,tidak layak,petani,SMA,19,0
2737095,0,layak,tidak bekerja,SD,2,0
1205768,2,tidak layak,buruh harian,SD,17,1
4816339,2,layak,buruh harian,Sarjana,29,0
2105534,1,layak,PNS,SMP,8,0
1068148,3,tidak layak,karyawan,SMA,18,0
1791267,4,tidak layak,karyawan,SMA,5,0
1715460,5,tidak layak,petani,SMA,3,1
4459565,2,tidak layak,petani,SD,17,0
4045179,4,layak,buruh harian,SD,18,0
1830051,2,tidak layak,petani,SMA,9,1
1534003,5,tidak layak,tidak bekerja,SMP,22,1
1608746,5,tidak layak,buruh harian,SD,10,1
2785516,4,tidak layak,buruh harian,SMA,25,0
2478236,5,layak,wirausaha,SMP,27,0
4981298,4,tidak layak,buruh harian,SD,27,0
1795600,4,tidak layak,buruh harian,SMP,1,1
1288859,4,tidak layak,tidak bekerja,SD,24,1
1063037,4,tidak layak,buruh harian,SD,21,1
3894100,2,tidak layak,buruh harian,Diploma,2,0
4219799,0,sederhana,tidak bekerja,SD,18,0
4217635,5,sederhana,karyawan,SD,23,0
3558944,5,tidak layak,PNS,SMA,9,0
1191420,1,layak,tidak bekerja,SMP,1,0
3311987,2,tidak layak,karyawan,Diploma,3,0
1429332,0,tidak layak,wirausaha,SMP,22,0
4464445,5,tidak layak,karyawan,SMA,24,0
3922808,0,layak,petani,SD,27,0
1862522,3,tidak layak,tidak bekerja,SD,2,1
4380405,3,tidak layak,PNS,SMA,22,0
1835036,5,sederhana,buruh harian,SMA,1,1
1600530,2,sederhana,buruh harian,Sarjana,4,1
1393574,3,sederhana,tidak bekerja,SMP,16,1
2918596,2,layak,petani,SMP,15,0
1163834,3,sederhana,petani,SMP,1,1
1978080,4,tidak layak,petani,SMP,5,1
1300709,1,tidak layak,tidak bekerja,SMA,29,0
1133004,3,tidak layak,buruh harian,SMA,21,1
2107229,3,sederhana,karyawan,SMA,5,0
1484410,3,tidak layak,petani,SMA,22,1
3049949,1,sederhana,tidak bekerja,SMP,8,0
1939903,4,tidak layak,tidak bekerja,SMA,2,1
1654811,3,sederhana,petani,SMP,2,1
2241835,3,layak,petani,SMA,3,0
1650419,2,tidak layak,petani,SD,28,1
1838003,2,sederhana,tidak bekerja,SD,15,1
1403322,3,sederhana,buruh harian,SMP,6,1
1996121,1,tidak layak,PNS,Sarjana,14,0
4177945,0,tidak layak,karyawan,SMA,6,0
3667594,3,tidak layak,PNS,SMA,21,0
1961703,2,tidak layak,buruh harian,SMP,5,1
1207990,0,tidak layak,tidak bekerja,SD,20,0
1415384,5,tidak layak,buruh harian,SMA,11,1
4046643,5,sederhana,PNS,Sarjana,26,0
1914032,3,sederhana,petani,SD,24,1
4789519,2,tidak layak,PNS,SMA,28,0
1953277,5,tidak layak,buruh harian,Diploma,4,1
4744085,1,layak,karyawan,Sarjana,4,0
1876110,4,sederhana,buruh harian,SMA,21,1
2043233,5,layak,petani,SMP,5,0
1748013,4,tidak layak,petani,SMA,23,1
1064323,0,sederhana,karyawan,SD,15,0
1830051,2,tidak layak,petani,SMA,9,1
1873172,5,tidak layak,petani,SMP,9,1
1705860,4,sederhana,buruh harian,Sarjana,6,1
1932817,5,tidak layak,tidak bekerja,Diploma,5,1
1838003,2,sederhana,tidak bekerja,SD,15,1
1493948,4,tidak layak,tidak bekerja,SMA,21,1
1298512,4,tidak layak,tidak bekerja,Diploma,19,1
1780641,5,sederhana,petani,SMP,2,1
1125991,3,tidak layak,tidak bekerja,SD,28,1
1608746,5,tidak layak,buruh harian,SD,10,1
4246145,1,tidak layak,petani,Sarjana,24,0
3664496,4,sederhana,buruh harian,SMA,14,0
1341207,5,tidak layak,buruh harian,Sarjana,24,1
4395049,2,layak,buruh harian,SMP,10,0
1481680,0,layak,petani,SMA,23,0
1222866,0,sederhana,PNS,SMP,12,0
2651143,1,sederhana,PNS,SD,18,0
3959034,4,layak,PNS,SMA,26,0
1036321,5,sederhana,buruh harian,SMA,24,1
3939362,1,tidak layak,wirausaha,SMA,5,0
1838003,2,sederhana,tidak bekerja,SD,15,1
2938904,0,layak,petani,SMA,7,0
1389593,4,sederhana,tidak bekerja,SD,23,1
1748013,4,tidak layak,petani,SMA,23,1
4956679,4,layak,tidak bekerja,SD,28,0
4229028,2,sederhana,petani,Sarjana,9,0
1960612,5,sederhana,petani,SMP,8,1
4251298,2,tidak layak,karyawan,SMA,25,0
1904098,4,tidak layak,petani,SD,4,1
3966422,5,tidak layak,petani,SMP,2,0
4131209,5,tidak layak,PNS,SMP,3,0
1466152,2,tidak layak,tidak bekerja,SD,2,1
4899026,5,sederhana,petani,SD,4,0
3002324,5,layak,tidak bekerja,SD,24,0
1964918,5,tidak layak,petani,SD,24,1
1675510,2,tidak layak,petani,SD,12,1
3546982,2,tidak layak,wirausaha,SMP,6,0
1664076,3,tidak layak,tidak bekerja,SD,11,1
2274634,4,tidak layak,petani,SMP,19,0
1786958,3,sederhana,tidak bekerja,SMP,25,1
2569123,1,layak,petani,Diploma,1,0
1026155,0,sederhana,wirausaha,SMP,8,0
1741426,4,sederhana,buruh harian,SMP,5,1
1570451,3,tidak layak,buruh harian,SD,2,1
1941768,2,sederhana,tidak bekerja,SMA,12,1
1742296,0,sederhana,karyawan,SMA,7,0
3616241,0,layak,wirausaha,SMP,8,0
1142483,2,tidak layak,buruh harian,SMA,4,1
1390719,2,tidak layak,tidak bekerja,SD,1,1
4584197,1,tidak layak,karyawan,Diploma,3,0
1910681,3,tidak layak,petani,SD,21,1
2619715,0,tidak layak,wirausaha,SMA,2,0
1124123,5,tidak layak,petani,SMP,15,1
1034707,2,sederhana,petani,SMP,24,1
1454418,5,sederhana,buruh harian,SMA,19,1
3724585,2,tidak layak,tidak bekerja,SMP,21,0
2083868,5,sederhana,buruh harian,Sarjana,26,0
1806741,5,sederhana,buruh harian,SD,14,1
4318230,2,sederhana,buruh harian,SD,17,0
3875033,2,sederhana,petani,SMA,24,0
3947762,2,tidak layak,PNS,SMP,9,0
1786958,3,sederhana,tidak bekerja,SMP,25,1
2231619,1,tidak layak,wirausaha,SMP,26,0
1845633,2,sederhana,buruh harian,SMP,1,1
3254103,2,tidak layak,petani,SMP,21,0
1994653,5,tidak layak,tidak bekerja,SMA,1,1
3381306,1,layak,buruh harian,SMP,15,0
1386594,3,tidak layak,tidak bekerja,SD,3,1
1308449,2,tidak layak,tidak bekerja,SMA,6,1
1347697,5,layak,wirausaha,SMA,24,0
1994170,3,tidak layak,petani,SMA,14,1
1415384,5,tidak layak,buruh harian,SMA,11,1
1753315,4,sederhana,tidak bekerja,SMP,16,1
1133554,2,sederhana,buruh harian,SD,21,1
1964918,5,tidak layak,petani,SD,24,1
3115810,2,sederhana,buruh harian,Sarjana,5,0
1491234,1,layak,wirausaha,Sarjana,24,0
3380932,2,layak,karyawan,SD,18,0
3000991,5,tidak layak,buruh harian,SMP,14,0
1493948,4,tidak layak,tidak bekerja,SMA,21,1
1912495,2,layak,buruh harian,Sarjana,8,0
1554399,4,tidak layak,buruh harian,SMA,24,1
1055609,2,sederhana,wirausaha,SMP,24,0
2533584,3,sederhana,PNS,SMA,5,0
1654811,3,sederhana,petani,SMP,2,1
1923875,3,sederhana,petani,SMA,23,1
1715080,3,tidak layak,buruh harian,SD,13,1
1478007,4,tidak layak,petani,SMA,9,1
1414994,2,tidak layak,buruh harian,SMA,20,1
1910681,3,tidak layak,petani,SD,21,1
1924133,3,tidak layak,tidak bekerja,Diploma,22,1
4048593,1,sederhana,PNS,SMA,9,0
1904098,4,tidak layak,petani,SD,4,1
4086176,4,sederhana,buruh harian,SD,3,0
1874772,4,tidak layak,tidak bekerja,SMP,28,1
3613275,5,layak,wirausaha,SMA,15,0
1994653,5,tidak layak,tidak bekerja,SMA,1,1
1394274,1,sederhana,karyawan,Diploma,15,0
2332397,5,layak,karyawan,SMA,5,0
1742488,3,tidak layak,PNS,SMA,4,0
4896830,4,layak,petani,SD,17,0
3665702,2,layak,tidak bekerja,Sarjana,4,0
4440866,5,layak,wirausaha,SD,29,0
1939903,4,tidak layak,tidak bekerja,SMA,2,1
1110155,3,tidak layak,petani,SMP,29,1
1311955,5,tidak layak,tidak bekerja,SMA,29,1
1753315,4,sederhana,tidak bekerja,SMP,16,1
1912727,2,tidak layak,buruh harian,Sarjana,8,1
1994170,3,tidak layak,petani,SMA,14,1
1780926,5,sederhana,petani,SMA,6,1
1890083,3,layak,buruh harian,SMP,6,0
2079583,2,sederhana,tidak bekerja,SMA,16,0
1959744,3,tidak layak,petani,SMP,18,1
1386594,3,tidak layak,tidak bekerja,SD,3,1
1876110,4,sederhana,buruh harian,SMA,21,1
1019816,3,layak,PNS,SMP,22,0
2921277,4,layak,PNS,SD,10,0
1116492,5,tidak layak,buruh harian,SMA,17,1
1459297,1,tidak layak,PNS,SD,8,0
2386652,1,sederhana,tidak bekerja,SMP,19,0
1896942,4,tidak layak,petani,SMA,22,1
1390719,2,tidak layak,tidak bekerja,SD,1,1
1924044,2,sederhana,tidak bekerja,SMP,5,1
1431374,2,tidak layak,tidak bekerja,SMA,12,1
2599908,1,sederhana,karyawan,SD,22,0
1656702,3,sederhana,buruh harian,SMA,21,1
2954727,3,sederhana,PNS,Diploma,24,0
1865139,4,sederhana,petani,SMA,26,1
2614737,5,layak,petani,SMP,4,0
1667689,2,sederhana,buruh harian,SMP,11,1
1393574,3,sederhana,tidak bekerja,SMP,16,1
1179838,2,sederhana,buruh harian,Sarjana,28,1
4940285,2,layak,PNS,SMA,18,0
2703377,1,sederhana,buruh harian,SMP,27,0
1783066,4,tidak layak,petani,SD,17,1
1654224,5,sederhana,petani,SMA,29,1
4070771,3,layak,buruh harian,SD,16,0
1000126,4,sederhana,buruh harian,SMA,22,1
1124123,5,tidak layak,petani,SMP,15,1
1952246,4,tidak layak,petani,SMP,23,1
1404772,5,tidak layak,buruh harian,SMP,20,1
3790358,0,sederhana,buruh harian,SD,11,0
1914032,3,sederhana,petani,SD,24,1
3968462,5,tidak layak,PNS,Sarjana,26,0
3983241,2,sederhana,tidak bekerja,SMA,2,0
4244799,3,tidak layak,PNS,SMP,11,0
3711793,0,sederhana,wirausaha,SMA,27,0
2765982,0,sederhana,buruh harian,Sarjana,28,0
1073869,4,tidak layak,buruh harian,SMA,7,1
1445101,2,tidak layak,buruh harian,SMP,24,1
2109639,5,layak,karyawan,SD,4,0
1317537,3,sederhana,petani,SD,6,1
4099555,3,tidak layak,karyawan,SMP,29,0
1959744,3,tidak layak,petani,SMP,18,1
4876620,5,tidak layak,petani,SMA,18,0
1331593,3,sederhana,tidak bekerja,SD,22,1
2631107,0,layak,petani,Diploma,26,0
1575278,2,layak,buruh harian,SD,6,0
1540659,4,layak,PNS,SMA,11,0
3521279,2,tidak layak,buruh harian,SMP,28,0
1719407,2,sederhana,tidak bekerja,SD,28,1
4028631,4,sederhana,buruh harian,Sarjana,3,0
1639282,2,tidak layak,buruh harian,SMP,16,1
1137023,5,sederhana,buruh harian,SMP,1,1
2263455,1,layak,PNS,SMA,10,0
1632543,2,sederhana,tidak bekerja,SMP,5,1
1968616,4,sederhana,tidak bekerja,SMA,28,1
1573189,4,tidak layak,petani,Diploma,4,1
1933396,4,sederhana,buruh harian,SMA,1,1
1929168,3,tidak layak,tidak bekerja,Sarjana,9,1
1876110,4,sederhana,buruh harian,SMA,21,1
4896892,1,sederhana,petani,Sarjana,7,0
1491450,5,tidak layak,petani,SMA,15,1
1932883,3,tidak layak,tidak bekerja,SMA,6,1
1188456,5,sederhana,tidak bekerja,SMA,9,1
1803591,1,sederhana,petani,SMA,24,0
1914032,3,sederhana,petani,SD,24,1
4941237,2,layak,karyawan,SMA,7,0
3299998,2,sederhana,tidak bekerja,Diploma,24,0
1765313,2,layak,petani,SMA,5,0
1953277,5,tidak layak,buruh harian,Diploma,4,1
2560473,3,tidak layak,karyawan,SMA,10,0
2571951,4,tidak layak,PNS,SD,4,0
1994170,3,tidak layak,petani,SMA,14,1
1389954,3,tidak layak,buruh harian,Diploma,6,1
2223520,4,layak,tidak bekerja,SMP,20,0
1656702,3,sederhana,buruh harian,SMA,21,1
1830051,2,tidak layak,petani,SMA,9,1
1667689,2,sederhana,buruh harian,SMP,11,1
2561456,4,layak,wirausaha,SMA,23,0
1484410,3,tidak layak,petani,SMA,22,1
1747419,4,sederhana,petani,SD,16,1
1612121,2,layak,buruh harian,SMA,25,0
1838003,2,sederhana,tidak bekerja,SD,15,1
1061367,0,layak,tidak bekerja,SMA,27,0
1547993,2,tidak layak,buruh harian,SMP,21,1
1838003,2,sederhana,tidak bekerja,SD,15,1
1671009,5,sederhana,buruh harian,SMA,17,1
1929168,3,tidak layak,tidak bekerja,Sarjana,9,1
1863663,5,tidak layak,petani,Diploma,22,1
