jumlah_tanggungan,penghasilan,kondisi_rumah,layak_subsidi
6,2923059,semi permanen,1
7,3416178,tidak layak,1
7,9037100,semi permanen,0
0,9689897,layak,0
8,5613504,layak,1
1,2918541,tidak layak,1
9,8831475,layak,0
4,5424108,tidak layak,0
5,1646448,tidak layak,1
8,1121575,semi permanen,1
7,6803684,sangat sederhana,0
4,6353238,sangat sederhana,0
5,9421683,layak,0
7,3452269,layak,1
8,7635429,sangat sederhana,0
5,3026103,layak,1
4,9397901,sangat sederhana,0
5,2684538,tidak layak,1
5,7148747,sangat sederhana,0
0,6003362,layak,0
4,9487751,sangat sederhana,0
9,3043891,semi permanen,1
6,3914703,semi permanen,1
6,2942143,tidak layak,1
9,6996875,sangat sederhana,0
6,6233924,layak,0
2,9828391,sangat sederhana,0
2,7478819,layak,0
7,1238205,semi permanen,1
4,1467427,semi permanen,1
6,9411732,sangat sederhana,0
6,4908845,layak,1
0,2669936,tidak layak,1
1,7830715,layak,0
2,1293238,sangat sederhana,1
2,1881916,layak,0
1,7696868,sangat sederhana,0
2,7988944,sangat sederhana,0
9,7861801,layak,0
0,7232288,tidak layak,0
2,7101768,tidak layak,0
1,4747858,layak,0
4,4313436,layak,0
2,3693284,tidak layak,1
1,2564172,sangat sederhana,1
7,5648028,tidak layak,1
9,6079714,layak,0
4,8072059,tidak layak,0
1,2814944,sangat sederhana,1
9,6104118,tidak layak,0
7,8311054,tidak layak,0
6,6396680,semi permanen,0
3,6204791,semi permanen,0
9,8749155,sangat sederhana,0
5,6435763,semi permanen,0
2,1401120,semi permanen,1
9,7311310,tidak layak,0
6,1410859,sangat sederhana,1
4,9760947,tidak layak,0
2,3395542,tidak layak,1
3,8164810,semi permanen,0
3,6245101,layak,0
6,2851636,tidak layak,1
2,3132124,semi permanen,1
8,3618277,sangat sederhana,1
1,5291420,sangat sederhana,0
6,5461970,semi permanen,1
6,9319707,tidak layak,0
4,8123486,semi permanen,0
1,4283113,sangat sederhana,1
0,7646193,semi permanen,0
9,1311010,layak,1
8,4154177,sangat sederhana,1
4,7568813,semi permanen,0
3,9693781,sangat sederhana,0
2,1377141,tidak layak,1
8,9453452,sangat sederhana,0
6,6201946,sangat sederhana,0
4,7343059,layak,0
9,1628967,layak,1
6,1645670,semi permanen,1
7,9075729,sangat sederhana,0
6,4722253,sangat sederhana,1
2,5952556,layak,0
1,3636671,sangat sederhana,1
4,8504999,sangat sederhana,0
9,6888866,tidak layak,0
8,2818492,semi permanen,1
8,6919040,layak,0
1,2053070,layak,0
1,6872076,semi permanen,0
1,9737506,sangat sederhana,0
1,7913697,sangat sederhana,0
9,4067775,sangat sederhana,1
0,3646849,tidak layak,1
5,9682875,sangat sederhana,0
5,4289965,semi permanen,1
3,8401859,sangat sederhana,0
1,6642039,sangat sederhana,0
9,7096623,layak,0
6,5767241,semi permanen,1
7,2897008,sangat sederhana,1
6,6906453,layak,0
2,9751570,tidak layak,0
9,2221351,semi permanen,1
6,4331506,tidak layak,1
9,2828641,tidak layak,1
9,5862260,semi permanen,1
0,5439219,semi permanen,0
1,8629974,tidak layak,0
9,6903601,sangat sederhana,0
1,7600631,sangat sederhana,0
8,7716635,tidak layak,0
2,2357121,semi permanen,1
1,6273316,semi permanen,0
8,4023137,semi permanen,1
9,8813015,semi permanen,0
1,5565297,tidak layak,0
9,8852247,sangat sederhana,0
4,3842788,tidak layak,1
2,2992198,tidak layak,1
8,3881089,semi permanen,1
2,2505115,sangat sederhana,1
9,4489983,layak,1
1,5190401,layak,0
0,5860737,semi permanen,0
1,6214643,sangat sederhana,0
4,3252361,layak,1
5,1339697,tidak layak,1
4,9185475,layak,0
8,3538582,semi permanen,1
7,1430287,semi permanen,1
3,2131078,semi permanen,1
1,1106932,semi permanen,1
8,4377975,semi permanen,1
3,3499170,semi permanen,1
6,9260400,layak,0
0,1931627,tidak layak,1
6,7297951,tidak layak,0
3,3034188,sangat sederhana,1
0,7238076,semi permanen,0
2,5956218,layak,0
7,9268150,tidak layak,0
2,2742655,sangat sederhana,1
9,5998934,semi permanen,1
0,6579223,tidak layak,0
9,9153051,layak,0
2,7195156,layak,0
4,9458153,layak,0
3,2594887,layak,0
6,9027532,sangat sederhana,0
1,5061360,semi permanen,0
3,8166342,tidak layak,0
6,5843281,semi permanen,1
4,3300683,semi permanen,1
5,7556292,semi permanen,0
6,5191289,semi permanen,1
2,7376748,sangat sederhana,0
0,6836691,sangat sederhana,0
2,8418139,sangat sederhana,0
5,5477792,layak,1
0,4455810,sangat sederhana,1
9,6322149,sangat sederhana,0
8,2336410,layak,1
3,7925092,layak,0
3,2909262,layak,0
1,4082765,layak,0
5,4423427,semi permanen,1
0,5143773,sangat sederhana,0
8,7235382,sangat sederhana,0
9,7010909,sangat sederhana,0
4,3707651,semi permanen,1
5,3962954,tidak layak,1
5,9299633,semi permanen,0
5,3028018,layak,1
9,8711632,tidak layak,0
0,4810759,sangat sederhana,1
6,8135674,tidak layak,0
0,2538146,sangat sederhana,1
6,9559007,tidak layak,0
8,7697886,layak,0
6,9412407,semi permanen,0
2,2206227,tidak layak,1
9,1150468,layak,1
7,3229176,tidak layak,1
1,9193658,tidak layak,0
7,5340955,semi permanen,1
3,5253605,semi permanen,0
3,4341637,layak,0
1,6836967,sangat sederhana,0
2,6489520,tidak layak,0
2,5199089,layak,0
9,6186899,sangat sederhana,0
3,2406561,tidak layak,1
1,6512103,tidak layak,0
0,4774092,semi permanen,1
5,8739681,layak,0
2,6900870,semi permanen,0
0,6947561,layak,0
8,2062467,semi permanen,1
8,5770026,tidak layak,1
6,5672657,semi permanen,1
8,7639572,tidak layak,0
9,4838188,layak,1
1,1673436,sangat sederhana,1
0,7218689,tidak layak,0
2,7907014,sangat sederhana,0
5,1834063,sangat sederhana,1
9,2631894,sangat sederhana,1
9,8981793,sangat sederhana,0
4,1750290,tidak layak,1
0,6813457,semi permanen,0
5,3328072,tidak layak,1
9,5127185,tidak layak,1
9,6057189,layak,0
1,3381342,semi permanen,1
4,6137885,tidak layak,0
0,6145435,tidak layak,0
9,2518975,tidak layak,1
3,2642360,semi permanen,1
2,4298960,layak,0
3,2447001,layak,0
3,7333288,layak,0
1,1739115,tidak layak,1
6,1745370,layak,1
0,2225330,tidak layak,1
2,5363744,tidak layak,0
2,7094697,sangat sederhana,0
7,3429157,tidak layak,1
6,1659074,layak,1
2,5826874,layak,0
8,2191888,layak,1
4,2492956,semi permanen,1
0,6505993,tidak layak,0
0,7842458,tidak layak,0
8,3711474,sangat sederhana,1
4,4091369,sangat sederhana,1
8,1978027,tidak layak,1
1,3470612,sangat sederhana,1
6,8872310,tidak layak,0
2,2406993,tidak layak,1
4,6794803,sangat sederhana,0
6,9258126,semi permanen,0
5,5009322,tidak layak,1
6,7586385,layak,0
9,3418364,semi permanen,1
8,4160657,semi permanen,1
8,6018698,semi permanen,0
3,1479134,layak,0
0,7189858,tidak layak,0
9,2698755,sangat sederhana,1
6,9296431,sangat sederhana,0
7,5117507,layak,1
2,3325001,tidak layak,1
7,8562040,layak,0
4,1559322,semi permanen,1
5,4981267,tidak layak,1
4,6082312,sangat sederhana,0
7,7366310,sangat sederhana,0
0,7013992,tidak layak,0
4,3207443,semi permanen,1
6,5310686,sangat sederhana,1
3,9470820,tidak layak,0
6,7543649,tidak layak,0
8,2587374,tidak layak,1
2,6652810,tidak layak,0
2,4553783,layak,0
0,2317566,semi permanen,1
3,1242023,semi permanen,1
4,7190061,layak,0
6,8201637,layak,0
2,4108305,tidak layak,1
4,6612903,layak,0
1,1249659,tidak layak,1
7,5455322,semi permanen,1
0,1831139,layak,0
4,6914553,sangat sederhana,0
1,6678023,layak,0
7,3221897,layak,1
6,5844598,sangat sederhana,1
1,5030128,sangat sederhana,0
1,5289972,semi permanen,0
4,7346490,semi permanen,0
2,6233648,layak,0
6,2488348,layak,1
3,3537136,tidak layak,1
2,6961842,sangat sederhana,0
9,1122394,sangat sederhana,1
2,3677256,semi permanen,1
2,9354603,layak,0
5,1144272,layak,1
8,4839132,semi permanen,1
2,5255644,semi permanen,0
4,1836523,semi permanen,1
5,5668329,tidak layak,1
5,7297718,sangat sederhana,0
2,1424218,sangat sederhana,1
5,4250699,sangat sederhana,1
8,6913209,tidak layak,0
1,5261303,sangat sederhana,0
4,6015975,sangat sederhana,0
4,7215733,semi permanen,0
0,9841095,tidak layak,0
2,8087154,tidak layak,0
3,6683543,layak,0
6,7707019,semi permanen,0
5,8892539,sangat sederhana,0
3,7062925,tidak layak,0
0,4725037,semi permanen,1
4,1539919,layak,0
2,1462129,layak,0
4,7027909,layak,0
4,9237121,semi permanen,0
5,1250521,layak,1
7,6485680,tidak layak,0
4,7021300,sangat sederhana,0
7,9654672,sangat sederhana,0
9,6715304,sangat sederhana,0
1,4729244,layak,0
2,6307182,layak,0
8,5625086,sangat sederhana,1
4,3573796,semi permanen,1
3,1083202,sangat sederhana,1
5,2291876,tidak layak,1
1,5047112,semi permanen,0
7,3428388,tidak layak,1
0,6206725,sangat sederhana,0
0,6308024,sangat sederhana,0
0,4097983,sangat sederhana,1
1,9913163,tidak layak,0
4,4528465,semi permanen,1
6,9025339,tidak layak,0
1,3813937,semi permanen,1
2,2338125,semi permanen,1
1,9556083,tidak layak,0
8,7387566,tidak layak,0
2,4727083,semi permanen,1
8,6086276,tidak layak,0
2,3047754,layak,0
3,1563525,semi permanen,1
9,8728907,sangat sederhana,0
7,4110109,semi permanen,1
4,4665017,tidak layak,1
1,8231906,layak,0
0,9084096,layak,0
5,5732901,tidak layak,1
1,1156183,sangat sederhana,1
3,8496427,tidak layak,0
8,9929265,layak,0
1,6902410,sangat sederhana,0
6,8464657,semi permanen,0
9,3579928,sangat sederhana,1
1,5073662,tidak layak,0
7,2330891,layak,1
0,7350561,tidak layak,0
3,3338088,layak,0
7,1126689,sangat sederhana,1
9,3104319,semi permanen,1
2,7854330,tidak layak,0
5,2628433,semi permanen,1
6,4554697,tidak layak,1
5,4421160,sangat sederhana,1
1,9483676,tidak layak,0
0,5531547,layak,0
5,6295795,layak,0
1,2028838,layak,0
0,2163204,sangat sederhana,1
5,1674299,tidak layak,1
7,3171419,layak,1
5,2040939,layak,1
9,1225601,sangat sederhana,1
6,5320838,layak,1
3,1367098,layak,0
5,5267472,layak,1
8,9972460,layak,0
0,6753578,sangat sederhana,0
8,2568971,layak,1
7,9151564,sangat sederhana,0
3,7420003,sangat sederhana,0
3,6737799,sangat sederhana,0
4,7821660,sangat sederhana,0
1,3769121,tidak layak,1
2,9833953,layak,0
2,3434212,tidak layak,1
7,9218393,layak,0
3,6096965,sangat sederhana,0
5,7491707,semi permanen,0
3,9905187,tidak layak,0
4,1993120,tidak layak,1
5,4114257,sangat sederhana,1
3,7516421,tidak layak,0
6,7858363,semi permanen,0
7,1878983,sangat sederhana,1
8,7230606,sangat sederhana,0
1,1842678,layak,0
5,4135859,tidak layak,1
5,7157224,layak,0
6,5263655,sangat sederhana,1
1,4608965,semi permanen,1
2,1543293,semi permanen,1
7,2187070,tidak layak,1
1,8372127,layak,0
2,1597391,tidak layak,1
4,7372579,semi permanen,0
8,1849553,layak,1
2,7346436,layak,0
0,8837885,tidak layak,0
9,7058003,sangat sederhana,0
2,5735336,layak,0
9,3509586,semi permanen,1
2,7283484,semi permanen,0
5,8085104,layak,0
1,7937728,semi permanen,0
7,5815904,layak,1
1,2999050,semi permanen,1
0,2088612,layak,0
1,3635464,semi permanen,1
1,1228952,layak,0
4,8455012,sangat sederhana,0
4,8535788,sangat sederhana,0
2,9005711,sangat sederhana,0
4,9894572,semi permanen,0
0,9248660,layak,0
5,9029674,tidak layak,0
4,1384577,sangat sederhana,1
7,5166290,tidak layak,1
5,2665271,tidak layak,1
7,9878405,tidak layak,0
6,1886285,tidak layak,1
8,8275797,tidak layak,0
4,8583675,semi permanen,0
3,5827501,tidak layak,0
2,2029976,tidak layak,1
9,3560392,semi permanen,1
2,5629564,layak,0
2,4764811,semi permanen,1
6,9777066,sangat sederhana,0
9,9444555,semi permanen,0
0,8165710,layak,0
1,8866310,layak,0
3,1439384,semi permanen,1
6,1266988,sangat sederhana,1
1,4120563,layak,0
9,1598599,tidak layak,1
0,9222686,sangat sederhana,0
9,5380284,sangat sederhana,1
7,1426510,tidak layak,1
6,2403164,semi permanen,1
7,3746799,layak,1
9,4404871,tidak layak,1
1,3859752,semi permanen,1
0,1469187,layak,0
1,5749366,sangat sederhana,0
5,2242637,tidak layak,1
0,5027993,sangat sederhana,0
5,5090623,layak,1
1,8516640,layak,0
5,7184669,layak,0
0,4139332,layak,0
3,7364120,semi permanen,0
2,6210665,layak,0
7,2792870,layak,1
6,2525692,semi permanen,1
2,2085508,tidak layak,1
8,3248090,semi permanen,1
0,3686594,layak,0
4,9135172,layak,0
5,9702425,sangat sederhana,0
9,9969972,sangat sederhana,0
5,2330202,semi permanen,1
0,8026132,sangat sederhana,0
5,6381140,layak,0
5,8372303,semi permanen,0
6,6017051,tidak layak,0
0,5761115,layak,0
6,9413615,sangat sederhana,0
9,2968550,semi permanen,1
1,1085473,sangat sederhana,1
3,7072040,semi permanen,0
9,3397805,layak,1
5,9702358,sangat sederhana,0
7,3973527,tidak layak,1
8,7701864,semi permanen,0
8,4235760,sangat sederhana,1
3,4556364,sangat sederhana,1
9,1290162,sangat sederhana,1
4,7645313,layak,0
4,8358773,sangat sederhana,0
7,6840111,tidak layak,0
9,8503245,sangat sederhana,0
7,2478724,tidak layak,1
0,7439555,tidak layak,0
3,6189001,sangat sederhana,0
0,4865951,semi permanen,1
1,2898367,tidak layak,1
2,9434119,layak,0
7,9981538,layak,0
5,7231418,semi permanen,0
7,1564176,tidak layak,1
7,3597367,layak,1
2,1614258,layak,0
4,8454410,layak,0
6,9137462,semi permanen,0
4,4898153,layak,0
0,1015384,semi permanen,1
5,5868118,layak,1
3,3288690,semi permanen,1
0,3407140,tidak layak,1
4,3218896,tidak layak,1
6,7858606,layak,0
1,2610180,tidak layak,1
6,4336021,layak,1
1,3348282,semi permanen,1
6,2022680,semi permanen,1
1,2707954,semi permanen,1
9,8915569,tidak layak,0
4,7826102,layak,0
7,3810006,tidak layak,1
6,6406665,layak,0
0,8382932,tidak layak,0
2,8492116,sangat sederhana,0
7,7093339,tidak layak,0
7,6980507,tidak layak,0
9,5773264,semi permanen,1
8,4630158,tidak layak,1
0,4194504,layak,0
3,4328575,tidak layak,1
9,3112094,layak,1
9,5618769,layak,1
6,3976821,semi permanen,1
7,8602808,sangat sederhana,0
3,5044240,layak,0
3,2750495,layak,0
4,3610570,layak,0
7,8222198,sangat sederhana,0
6,6187887,semi permanen,0
9,6251353,tidak layak,0
4,5207049,semi permanen,0
1,5016464,tidak layak,0
8,9552330,sangat sederhana,0
9,3953449,sangat sederhana,1
8,1247086,sangat sederhana,1
8,1200132,semi permanen,1
7,5380705,sangat sederhana,1
4,3655053,tidak layak,1
8,5628926,layak,1
8,7013025,sangat sederhana,0
8,4880068,layak,1
1,7623373,layak,0
2,6543875,semi permanen,0
0,3670086,layak,0
2,8498151,semi permanen,0
8,8577876,sangat sederhana,0
8,7292576,layak,0
0,7928530,sangat sederhana,0
4,7574123,semi permanen,0
5,4480189,sangat sederhana,1
0,5758926,sangat sederhana,0
7,1948303,tidak layak,1
0,4755420,semi permanen,1
8,1092666,semi permanen,1
2,2842609,tidak layak,1
8,4961154,tidak layak,1
4,2656327,semi permanen,1
0,9150959,sangat sederhana,0
5,8339933,layak,0
1,2292846,layak,0
0,9408095,semi permanen,0
0,6030419,tidak layak,0
7,7606648,semi permanen,0
8,6762410,sangat sederhana,0
6,8338148,tidak layak,0
3,7842916,layak,0
8,3886828,layak,1
4,7166995,semi permanen,0
3,7054014,layak,0
9,1273628,semi permanen,1
5,2766726,tidak layak,1
0,7021046,layak,0
8,6408267,sangat sederhana,0
9,7675718,sangat sederhana,0
5,5244778,sangat sederhana,1
9,7956828,layak,0
7,2770295,semi permanen,1
3,9641960,tidak layak,0
6,6280523,semi permanen,0
3,4378917,tidak layak,1
7,7736622,semi permanen,0
4,1900739,tidak layak,1
2,2845824,sangat sederhana,1
0,8598636,semi permanen,0
1,8950313,sangat sederhana,0
5,5843170,semi permanen,1
9,1960383,semi permanen,1
9,2496137,semi permanen,1
5,6952828,semi permanen,0
9,4301072,tidak layak,1
1,2001455,tidak layak,1
3,7533105,sangat sederhana,0
6,7159881,tidak layak,0
4,6266380,semi permanen,0
4,4325487,sangat sederhana,1
8,6105805,semi permanen,0
4,8976354,layak,0
7,7094938,semi permanen,0
1,3257349,tidak layak,1
1,8602220,sangat sederhana,0
9,8272268,tidak layak,0
5,1198296,sangat sederhana,1
0,4082605,sangat sederhana,1
3,7249429,sangat sederhana,0
9,9556562,semi permanen,0
5,9016905,tidak layak,0
0,1344648,semi permanen,1
3,6026246,layak,0
5,6052841,semi permanen,0
0,4303328,layak,0
1,7954427,layak,0
0,5259605,semi permanen,0
1,5805382,layak,0
2,2438301,sangat sederhana,1
3,5550428,sangat sederhana,0
7,1212901,layak,1
0,7944316,layak,0
6,3705476,sangat sederhana,1
9,8715565,layak,0
2,3493623,sangat sederhana,1
5,3357352,semi permanen,1
8,7711841,sangat sederhana,0
3,2830701,semi permanen,1
3,8944261,tidak layak,0
3,3324755,sangat sederhana,1
4,2202854,semi permanen,1
9,6903113,layak,0
3,3260377,tidak layak,1
3,4096727,sangat sederhana,1
4,4678441,semi permanen,1
3,1659605,tidak layak,1
9,7017073,sangat sederhana,0
7,8432750,sangat sederhana,0
0,7348956,layak,0
2,8654481,semi permanen,0
5,8205779,layak,0
4,7417268,layak,0
2,1034230,sangat sederhana,1
8,9870965,layak,0
1,1683576,layak,0
2,8023653,sangat sederhana,0
6,9463112,sangat sederhana,0
5,2911275,layak,1
4,2878774,tidak layak,1
9,1028729,sangat sederhana,1
0,5892175,sangat sederhana,0
2,2988929,sangat sederhana,1
6,5602500,sangat sederhana,1
8,5619155,sangat sederhana,1
5,8286933,layak,0
2,5885074,tidak layak,0
0,6130800,tidak layak,0
2,8134481,layak,0
0,2264475,sangat sederhana,1
9,1318925,layak,1
8,1901820,layak,1
8,7569999,tidak layak,0
7,6417795,semi permanen,0
8,1515660,layak,1
2,7738925,tidak layak,0
7,1059153,layak,1
9,2093316,semi permanen,1
7,9846012,tidak layak,0
8,4287945,layak,1
3,2211571,semi permanen,1
9,8846223,layak,0
1,6226433,tidak layak,0
6,6920969,tidak layak,0
3,5665581,sangat sederhana,0
6,2692540,tidak layak,1
2,7587061,sangat sederhana,0
7,1081801,semi permanen,1
4,8628993,tidak layak,0
1,4829367,tidak layak,1
6,5769503,sangat sederhana,1
4,3985048,sangat sederhana,1
6,3945041,sangat sederhana,1
2,9395330,sangat sederhana,0
6,8957652,semi permanen,0
4,6196902,tidak layak,0
0,9610842,layak,0
2,5840232,layak,0
8,9628774,tidak layak,0
3,3765817,sangat sederhana,1
0,6227125,layak,0
6,9274486,tidak layak,0
6,6119328,sangat sederhana,0
0,5207704,sangat sederhana,0
3,6829190,layak,0
8,5369603,sangat sederhana,1
3,3545892,layak,0
1,7983885,sangat sederhana,0
1,4326126,layak,0
9,5212156,tidak layak,1
3,8487358,tidak layak,0
6,2397985,sangat sederhana,1
6,4258499,semi permanen,1
9,7771952,layak,0
3,6869408,tidak layak,0
8,7250082,sangat sederhana,0
9,1769284,sangat sederhana,1
8,5437547,sangat sederhana,1
5,4714946,sangat sederhana,1
5,1968460,semi permanen,1
0,9588370,layak,0
2,1788302,semi permanen,1
4,5249714,sangat sederhana,0
0,4090966,tidak layak,1
4,9568171,sangat sederhana,0
0,7424760,layak,0
4,4963547,semi permanen,1
5,4694873,sangat sederhana,1
3,1566034,tidak layak,1
5,6988138,sangat sederhana,0
5,3402423,layak,1
5,9282225,tidak layak,0
3,3433475,sangat sederhana,1
6,5073764,sangat sederhana,1
3,8599408,layak,0
8,4467359,layak,1
7,4867498,tidak layak,1
6,8218827,tidak layak,0
2,5308121,sangat sederhana,0
0,6591919,layak,0
6,7036053,sangat sederhana,0
7,1822545,tidak layak,1
4,5461697,sangat sederhana,0
6,5220076,sangat sederhana,1
8,1276887,tidak layak,1
0,8329205,tidak layak,0
4,3057231,layak,1
4,6257711,sangat sederhana,0
4,8514392,sangat sederhana,0
3,6489632,sangat sederhana,0
0,8670471,sangat sederhana,0
4,8115050,tidak layak,0
0,3693800,tidak layak,1
4,4286009,sangat sederhana,1
7,5211835,tidak layak,1
6,3039187,tidak layak,1
3,4989881,semi permanen,1
5,9925436,sangat sederhana,0
6,3021226,sangat sederhana,1
2,1382358,semi permanen,1
2,1666049,semi permanen,1
0,1407807,sangat sederhana,1
1,3249468,tidak layak,1
5,7462845,semi permanen,0
2,5496648,tidak layak,0
6,5503296,layak,1
9,5697143,layak,1
5,9699492,tidak layak,0
3,3169743,tidak layak,1
5,1339011,tidak layak,1
5,9102176,tidak layak,0
2,8332376,tidak layak,0
7,6353033,sangat sederhana,0
5,5733847,layak,1
4,2593836,tidak layak,1
6,6206459,sangat sederhana,0
7,1567722,semi permanen,1
0,7122741,tidak layak,0
9,9242651,sangat sederhana,0
1,5055593,tidak layak,0
7,7968994,layak,0
3,8635564,sangat sederhana,0
9,3900224,layak,1
3,6871495,layak,0
3,9035349,tidak layak,0
5,3193997,layak,1
4,5907177,sangat sederhana,0
6,8738532,layak,0
1,8395854,sangat sederhana,0
6,4000362,sangat sederhana,1
1,6342092,tidak layak,0
8,1776557,sangat sederhana,1
4,6447981,semi permanen,0
6,6836797,tidak layak,0
3,3619049,tidak layak,1
4,2134772,sangat sederhana,1
6,1237743,tidak layak,1
0,4535901,sangat sederhana,1
6,3834987,semi permanen,1
6,6451831,semi permanen,0
0,8030603,layak,0
0,8966811,sangat sederhana,0
2,9978325,layak,0
1,3539348,sangat sederhana,1
8,2815165,layak,1
3,9468087,tidak layak,0
7,2714864,semi permanen,1
2,5458737,sangat sederhana,0
4,4637164,sangat sederhana,1
5,3010216,sangat sederhana,1
9,3871674,semi permanen,1
2,7973794,sangat sederhana,0
0,8077238,semi permanen,0
5,5208896,sangat sederhana,1
5,4186072,semi permanen,1
2,8429210,tidak layak,0
1,6730404,sangat sederhana,0
4,4128831,semi permanen,1
3,5286082,semi permanen,0
0,7178202,tidak layak,0
9,6294379,sangat sederhana,0
7,3959773,sangat sederhana,1
0,1066253,sangat sederhana,1
1,6817963,layak,0
8,6429231,semi permanen,0
3,8767401,semi permanen,0
7,3718385,tidak layak,1
8,9805503,semi permanen,0
1,6175971,semi permanen,0
5,6780628,layak,0
9,5891469,layak,1
7,1633247,layak,1
8,8007465,sangat sederhana,0
5,4555718,semi permanen,1
8,4206140,tidak layak,1
3,8356501,tidak layak,0
0,8348051,sangat sederhana,0
4,3646183,tidak layak,1
7,7559293,tidak layak,0
5,7470577,semi permanen,0
3,6275470,tidak layak,0
8,9159816,semi permanen,0
5,4075659,layak,1
0,3966082,semi permanen,1
3,9327675,layak,0
5,6368100,tidak layak,0
4,5658672,layak,0
7,7959664,layak,0
5,8326260,layak,0
1,1394454,layak,0
5,9996753,tidak layak,0
1,8707299,tidak layak,0
5,6484646,tidak layak,0
1,6187453,tidak layak,0
0,6371545,tidak layak,0
8,8430459,layak,0
6,6305287,semi permanen,0
8,2221877,layak,1
8,6798494,semi permanen,0
9,8816415,sangat sederhana,0
2,8099808,layak,0
6,3303325,layak,1
9,7886372,tidak layak,0
5,5527478,semi permanen,1
8,2740657,sangat sederhana,1
1,9333852,layak,0
6,3359451,layak,1
8,2730676,semi permanen,1
6,5031970,sangat sederhana,1
8,2213905,tidak layak,1
5,4963154,tidak layak,1
4,5796743,tidak layak,0
4,2799425,tidak layak,1
2,7991894,sangat sederhana,0
4,9053241,tidak layak,0
7,2229124,tidak layak,1
5,4778037,semi permanen,1
7,2923690,tidak layak,1
7,4092977,sangat sederhana,1
7,6319540,semi permanen,0
0,6600158,layak,0
9,1330206,tidak layak,1
5,8491112,sangat sederhana,0
3,9590095,tidak layak,0
6,2762130,layak,1
5,1734061,sangat sederhana,1
4,5252381,sangat sederhana,0
7,4586085,tidak layak,1
1,4314554,tidak layak,1
1,5928318,semi permanen,0
6,8623996,sangat sederhana,0
6,8226926,tidak layak,0
6,1759116,tidak layak,1
1,5050618,tidak layak,0
9,1099090,semi permanen,1
2,7558288,sangat sederhana,0
5,4593158,sangat sederhana,1
9,2223614,tidak layak,1
2,8664861,sangat sederhana,0
3,9794121,sangat sederhana,0
0,1123992,semi permanen,1
6,8819331,sangat sederhana,0
2,8430743,sangat sederhana,0
5,5909540,semi permanen,1
9,2232398,tidak layak,1
1,6812831,sangat sederhana,0
9,3377331,semi permanen,1
6,1892318,sangat sederhana,1
0,1845773,layak,0
1,2638682,tidak layak,1
1,4975996,layak,0
7,8489553,tidak layak,0
2,6619895,sangat sederhana,0
5,1633425,tidak layak,1
4,4768852,semi permanen,1
8,6097019,layak,0
2,8241070,sangat sederhana,0
7,7637428,layak,0
7,6624466,sangat sederhana,0
9,2551664,sangat sederhana,1
9,2996001,sangat sederhana,1
5,5079620,sangat sederhana,1
7,6209146,semi permanen,0
4,6166457,tidak layak,0
8,4558084,semi permanen,1
7,3309239,layak,1
5,4636506,semi permanen,1
7,4838620,tidak layak,1
6,1105385,layak,1
7,4016424,tidak layak,1
4,3891392,tidak layak,1
5,5912173,semi permanen,1
9,2768477,layak,1
4,5909741,sangat sederhana,0
1,2534533,tidak layak,1
6,7928873,sangat sederhana,0
2,8514285,semi permanen,0
0,9218577,layak,0
7,7137151,semi permanen,0
7,3805792,tidak layak,1
3,8120172,layak,0
8,8982483,sangat sederhana,0
9,2158157,sangat sederhana,1
8,1958495,tidak layak,1
6,2954370,tidak layak,1
4,8674859,tidak layak,0
3,7974083,layak,0
4,2003779,semi permanen,1
8,5147506,layak,1
3,3110607,semi permanen,1
4,7471131,layak,0
8,2813131,semi permanen,1
8,7911055,semi permanen,0
6,8670515,tidak layak,0
3,4114438,layak,0
3,3133249,tidak layak,1
9,9526900,layak,0
2,6103958,semi permanen,0
5,1043171,layak,1
7,1433806,sangat sederhana,1
3,9029891,sangat sederhana,0
5,7959568,semi permanen,0
3,3614663,sangat sederhana,1
4,7906623,layak,0
6,3572599,layak,1
8,1889052,sangat sederhana,1
7,4584706,layak,1
4,6879412,sangat sederhana,0
2,8128453,layak,0
5,2725638,tidak layak,1
4,6983476,sangat sederhana,0
6,1674315,sangat sederhana,1
1,7522442,semi permanen,0
2,5539685,layak,0
8,3631929,tidak layak,1
2,3055244,semi permanen,1
4,3625245,semi permanen,1
2,2648711,layak,0
5,9074135,tidak layak,0
5,6724553,sangat sederhana,0
1,5402463,sangat sederhana,0
5,2578566,sangat sederhana,1
0,4278871,tidak layak,1
2,2104553,tidak layak,1
3,3416363,tidak layak,1
6,3105463,layak,1
0,4848022,sangat sederhana,1
6,9852372,semi permanen,0
2,8348896,layak,0
9,7585332,semi permanen,0
6,6037280,semi permanen,0
5,3541848,tidak layak,1
4,4071560,layak,0
5,4210116,layak,1
0,2076262,sangat sederhana,1
0,4002535,tidak layak,1
6,1240808,semi permanen,1
1,2146361,semi permanen,1
7,4104429,layak,1
9,5236056,tidak layak,1
5,5372651,tidak layak,1
2,5435792,semi permanen,0
8,1395339,semi permanen,1
5,1273799,sangat sederhana,1
0,2863882,semi permanen,1
4,6239609,sangat sederhana,0
6,6668978,semi permanen,0
9,9322774,sangat sederhana,0
3,7234101,layak,0
3,2422819,tidak layak,1
1,3938603,layak,0
2,1210913,sangat sederhana,1
1,4375033,tidak layak,1
0,7854406,sangat sederhana,0
9,9647996,layak,0
9,7062263,sangat sederhana,0
9,3372424,tidak layak,1
5,3072880,sangat sederhana,1
2,3367592,semi permanen,1
5,7697000,sangat sederhana,0
