umur,status_pekerjaan,status_pernikahan,layak_subsidi
55,pengangguran,janda,0
62,karyawan tetap,menikah,0
56,pekerja informal,janda,0
30,pengangguran,duda,0
28,pekerja informal,cerai,0
65,karyawan tetap,menikah,0
40,pekerja informal,duda,0
60,buruh,duda,0
40,karyawan tetap,cerai,0
65,pns,duda,0
77,wirausaha,janda,0
47,wirausaha,duda,0
29,wirausaha,janda,0
55,pengangguran,janda,0
36,pegawai tetap,duda,0
42,karyawan tetap,menikah,0
62,pengangguran,janda,0
22,pekerja informal,janda,0
48,karyawan tetap,cerai,0
45,wirausaha,cerai,0
35,pegawai tetap,duda,0
49,buruh,menikah,1
64,pegawai tetap,duda,0
29,wirausaha,cerai,0
55,pekerja informal,janda,0
72,wirausaha,belum menikah,0
55,buruh,cerai,0
64,buruh,duda,0
51,buruh,cerai,0
37,pns,cerai,0
40,wirausaha,janda,0
47,pengangguran,janda,0
36,karyawan tetap,belum menikah,0
34,pekerja informal,belum menikah,0
67,pns,belum menikah,0
27,pekerja informal,janda,0
54,buruh,cerai,0
47,karyawan tetap,menikah,0
40,pekerja informal,cerai,0
23,pengangguran,duda,0
51,buruh,janda,0
76,wirausaha,menikah,0
76,pengangguran,menikah,0
72,pegawai tetap,belum menikah,0
54,pegawai tetap,duda,0
33,buruh,cerai,0
54,pegawai tetap,cerai,0
58,wirausaha,duda,1
60,pns,belum menikah,0
35,wirausaha,duda,0
64,pekerja informal,belum menikah,0
35,buruh,belum menikah,0
37,karyawan tetap,belum menikah,0
40,karyawan tetap,janda,0
38,pns,duda,0
35,wirausaha,janda,0
61,pns,cerai,0
67,pegawai tetap,cerai,0
74,wirausaha,cerai,0
30,buruh,menikah,0
23,buruh,cerai,0
50,karyawan tetap,belum menikah,0
79,karyawan tetap,belum menikah,0
34,pekerja informal,duda,0
19,pengangguran,duda,0
44,buruh,cerai,0
21,pns,menikah,0
27,buruh,belum menikah,0
22,wirausaha,janda,0
25,pegawai tetap,duda,0
77,wirausaha,menikah,0
71,karyawan tetap,belum menikah,0
76,wirausaha,belum menikah,0
57,buruh,menikah,1
37,wirausaha,menikah,0
68,pekerja informal,duda,1
44,buruh,janda,0
72,pegawai tetap,duda,0
51,wirausaha,cerai,0
68,pegawai tetap,duda,0
62,pekerja informal,cerai,0
76,pns,duda,0
69,pengangguran,cerai,1
75,pns,duda,0
45,pengangguran,duda,0
51,wirausaha,duda,0
62,buruh,duda,0
68,wirausaha,belum menikah,0
59,pengangguran,janda,0
24,pekerja informal,cerai,0
52,karyawan tetap,cerai,0
30,buruh,belum menikah,0
64,pns,cerai,0
24,pegawai tetap,janda,0
74,pegawai tetap,belum menikah,0
36,pegawai tetap,menikah,0
35,buruh,menikah,0
45,karyawan tetap,belum menikah,0
38,wirausaha,belum menikah,0
46,pekerja informal,belum menikah,0
29,pekerja informal,menikah,0
67,pekerja informal,janda,1
60,pengangguran,menikah,0
32,karyawan tetap,cerai,0
76,pengangguran,menikah,0
29,wirausaha,belum menikah,0
47,karyawan tetap,janda,0
48,pns,belum menikah,0
56,karyawan tetap,menikah,0
35,karyawan tetap,cerai,0
19,pns,duda,0
38,buruh,menikah,0
36,karyawan tetap,belum menikah,0
22,pegawai tetap,cerai,0
59,pegawai tetap,janda,0
60,wirausaha,menikah,0
57,pegawai tetap,belum menikah,0
49,pengangguran,menikah,0
48,wirausaha,menikah,0
44,pns,menikah,0
69,buruh,menikah,0
65,pengangguran,duda,0
70,pegawai tetap,duda,0
25,pengangguran,belum menikah,0
79,pns,menikah,0
43,buruh,menikah,1
64,wirausaha,duda,1
28,pegawai tetap,duda,0
79,buruh,menikah,0
75,pegawai tetap,janda,0
49,pegawai tetap,belum menikah,0
35,buruh,janda,0
76,pegawai tetap,cerai,0
28,pekerja informal,cerai,0
53,karyawan tetap,belum menikah,0
75,wirausaha,menikah,0
35,wirausaha,belum menikah,0
57,pekerja informal,belum menikah,0
58,pns,menikah,0
43,pns,menikah,0
21,karyawan tetap,cerai,0
39,pegawai tetap,belum menikah,0
70,pekerja informal,belum menikah,0
53,wirausaha,duda,0
23,pns,belum menikah,0
23,pekerja informal,cerai,0
46,karyawan tetap,janda,0
42,karyawan tetap,belum menikah,0
28,buruh,belum menikah,0
27,pegawai tetap,belum menikah,0
21,karyawan tetap,menikah,0
58,pengangguran,belum menikah,0
47,buruh,janda,0
32,pegawai tetap,cerai,0
35,wirausaha,duda,0
58,buruh,menikah,1
44,karyawan tetap,janda,0
65,buruh,janda,0
29,pegawai tetap,duda,0
41,pengangguran,janda,0
43,pengangguran,janda,0
53,pegawai tetap,cerai,0
69,pekerja informal,cerai,1
25,wirausaha,duda,0
33,wirausaha,belum menikah,0
21,buruh,janda,0
27,karyawan tetap,janda,0
70,pekerja informal,duda,1
78,pekerja informal,janda,1
58,pns,cerai,0
41,buruh,belum menikah,0
48,pengangguran,cerai,0
46,pengangguran,menikah,0
66,wirausaha,menikah,0
78,pekerja informal,cerai,1
45,pengangguran,duda,0
19,pekerja informal,cerai,0
67,pengangguran,belum menikah,0
24,wirausaha,belum menikah,0
50,pegawai tetap,cerai,0
29,pns,belum menikah,0
33,karyawan tetap,belum menikah,0
43,wirausaha,janda,0
34,pengangguran,belum menikah,0
77,wirausaha,duda,0
48,pengangguran,duda,0
19,buruh,duda,0
50,pekerja informal,menikah,0
18,buruh,janda,0
35,pekerja informal,menikah,0
71,pns,belum menikah,0
35,wirausaha,janda,0
60,pekerja informal,cerai,0
26,pns,cerai,0
44,wirausaha,duda,0
21,buruh,duda,0
66,pns,duda,0
38,pns,janda,0
76,pengangguran,belum menikah,0
52,pegawai tetap,cerai,0
57,pegawai tetap,belum menikah,0
38,wirausaha,janda,0
58,karyawan tetap,menikah,0
29,pns,janda,0
52,buruh,duda,0
52,pegawai tetap,belum menikah,0
33,pegawai tetap,duda,0
36,buruh,cerai,0
67,buruh,belum menikah,0
38,pengangguran,belum menikah,0
31,karyawan tetap,janda,0
43,karyawan tetap,belum menikah,0
42,karyawan tetap,janda,0
49,karyawan tetap,duda,0
23,karyawan tetap,janda,0
38,pegawai tetap,cerai,0
53,buruh,janda,0
71,pns,menikah,0
47,pekerja informal,cerai,0
34,wirausaha,belum menikah,0
34,pekerja informal,janda,0
23,buruh,belum menikah,0
35,pegawai tetap,menikah,0
54,buruh,belum menikah,0
58,buruh,janda,0
67,pns,duda,0
68,pegawai tetap,belum menikah,0
24,pengangguran,menikah,0
40,buruh,cerai,0
31,karyawan tetap,menikah,0
28,wirausaha,janda,0
65,pekerja informal,duda,0
67,pengangguran,menikah,0
51,buruh,duda,0
20,wirausaha,janda,0
23,pegawai tetap,belum menikah,0
29,pekerja informal,cerai,0
64,pekerja informal,duda,0
51,wirausaha,duda,0
37,karyawan tetap,duda,0
79,pengangguran,menikah,0
53,pengangguran,cerai,0
32,pekerja informal,duda,0
41,pegawai tetap,belum menikah,0
49,wirausaha,duda,0
57,pns,janda,0
42,karyawan tetap,belum menikah,0
55,pns,cerai,0
21,pekerja informal,menikah,0
58,pengangguran,duda,0
19,buruh,cerai,0
78,pegawai tetap,menikah,0
18,pengangguran,cerai,0
24,wirausaha,belum menikah,0
68,pengangguran,janda,1
65,pengangguran,cerai,0
38,pengangguran,duda,0
48,karyawan tetap,duda,0
60,pengangguran,duda,0
43,buruh,menikah,1
55,wirausaha,belum menikah,1
74,pns,menikah,0
19,karyawan tetap,menikah,0
69,wirausaha,menikah,0
38,pekerja informal,menikah,0
79,wirausaha,menikah,0
64,pekerja informal,menikah,0
44,pengangguran,belum menikah,0
22,pegawai tetap,belum menikah,0
26,pengangguran,cerai,0
53,karyawan tetap,duda,0
37,pengangguran,duda,0
32,wirausaha,menikah,0
19,pns,belum menikah,0
65,pns,belum menikah,0
59,buruh,duda,0
29,pekerja informal,duda,0
19,pengangguran,cerai,0
22,buruh,duda,0
25,pns,belum menikah,0
58,pegawai tetap,duda,0
18,pekerja informal,janda,0
74,pengangguran,duda,1
51,karyawan tetap,janda,0
79,karyawan tetap,janda,0
23,pengangguran,menikah,0
46,pns,belum menikah,0
53,karyawan tetap,belum menikah,0
71,karyawan tetap,janda,0
60,wirausaha,duda,1
47,karyawan tetap,duda,0
36,karyawan tetap,janda,0
19,buruh,belum menikah,0
39,pns,menikah,0
58,buruh,duda,0
31,pekerja informal,duda,0
62,karyawan tetap,belum menikah,0
67,pengangguran,duda,1
49,pekerja informal,belum menikah,0
39,pns,duda,0
65,karyawan tetap,janda,0
77,pns,belum menikah,0
51,wirausaha,belum menikah,0
68,wirausaha,menikah,0
27,karyawan tetap,cerai,0
27,wirausaha,belum menikah,0
61,pegawai tetap,belum menikah,0
54,karyawan tetap,menikah,0
30,wirausaha,cerai,0
57,pns,janda,0
79,wirausaha,belum menikah,0
74,pekerja informal,cerai,1
72,pengangguran,janda,1
77,pekerja informal,janda,1
75,pns,menikah,0
33,pegawai tetap,belum menikah,0
72,pengangguran,janda,1
35,wirausaha,menikah,0
55,pegawai tetap,duda,0
20,pekerja informal,duda,0
78,pegawai tetap,belum menikah,0
40,wirausaha,duda,0
53,pengangguran,duda,0
74,buruh,duda,1
40,karyawan tetap,cerai,0
34,wirausaha,cerai,0
66,karyawan tetap,janda,0
49,pengangguran,belum menikah,0
26,pegawai tetap,cerai,0
31,karyawan tetap,belum menikah,0
43,pegawai tetap,belum menikah,0
65,pengangguran,duda,0
35,pekerja informal,janda,0
51,karyawan tetap,menikah,0
74,karyawan tetap,janda,0
24,wirausaha,janda,0
69,buruh,menikah,0
38,buruh,belum menikah,0
20,karyawan tetap,cerai,0
46,pegawai tetap,belum menikah,0
59,pegawai tetap,janda,0
30,wirausaha,duda,0
41,wirausaha,menikah,0
72,buruh,cerai,1
76,pns,belum menikah,0
42,wirausaha,belum menikah,0
26,karyawan tetap,menikah,0
73,wirausaha,belum menikah,0
32,pns,duda,0
19,pekerja informal,menikah,0
45,buruh,janda,0
24,karyawan tetap,cerai,0
54,pns,cerai,0
63,wirausaha,duda,1
47,karyawan tetap,janda,0
26,karyawan tetap,duda,0
39,pegawai tetap,menikah,0
58,karyawan tetap,duda,0
62,wirausaha,cerai,1
41,pegawai tetap,janda,0
39,pekerja informal,cerai,0
77,pegawai tetap,belum menikah,0
54,wirausaha,janda,0
71,buruh,belum menikah,0
38,pegawai tetap,belum menikah,0
62,pekerja informal,menikah,0
40,pekerja informal,cerai,0
36,buruh,duda,0
51,wirausaha,menikah,0
35,wirausaha,menikah,0
38,pengangguran,janda,0
65,wirausaha,menikah,0
29,pns,cerai,0
57,wirausaha,cerai,1
48,buruh,duda,0
25,pegawai tetap,menikah,0
24,wirausaha,cerai,0
50,pengangguran,cerai,0
63,buruh,janda,0
39,pegawai tetap,duda,0
61,pekerja informal,duda,0
34,buruh,janda,0
26,karyawan tetap,janda,0
43,buruh,belum menikah,0
63,pengangguran,belum menikah,0
60,pegawai tetap,janda,0
53,pegawai tetap,duda,0
37,karyawan tetap,janda,0
66,pengangguran,menikah,0
77,pns,belum menikah,0
39,pns,duda,0
79,karyawan tetap,belum menikah,0
71,wirausaha,cerai,0
18,buruh,janda,0
47,pengangguran,duda,0
62,buruh,duda,0
53,pegawai tetap,belum menikah,0
55,pekerja informal,cerai,0
24,pegawai tetap,janda,0
50,pengangguran,duda,0
58,karyawan tetap,cerai,0
26,buruh,belum menikah,0
75,pekerja informal,cerai,1
28,pengangguran,menikah,0
28,pekerja informal,cerai,0
18,buruh,cerai,0
37,pengangguran,duda,0
22,buruh,duda,0
53,pegawai tetap,cerai,0
37,buruh,menikah,0
27,buruh,duda,0
28,buruh,belum menikah,0
50,pekerja informal,cerai,0
50,pekerja informal,belum menikah,0
53,pegawai tetap,menikah,0
44,pns,janda,0
26,buruh,belum menikah,0
44,pekerja informal,belum menikah,0
79,pekerja informal,duda,1
42,pekerja informal,cerai,0
32,pengangguran,duda,0
65,pengangguran,janda,0
43,pekerja informal,cerai,0
45,pns,belum menikah,0
59,pengangguran,belum menikah,0
27,pegawai tetap,cerai,0
78,pns,janda,0
35,karyawan tetap,janda,0
57,wirausaha,menikah,0
20,pengangguran,belum menikah,0
24,pns,janda,0
34,pegawai tetap,belum menikah,0
45,karyawan tetap,cerai,0
24,pegawai tetap,duda,0
28,wirausaha,menikah,0
52,pns,belum menikah,0
31,pegawai tetap,menikah,0
26,pegawai tetap,cerai,0
70,karyawan tetap,duda,0
62,pegawai tetap,menikah,0
36,wirausaha,belum menikah,0
23,pegawai tetap,janda,0
40,wirausaha,janda,0
70,karyawan tetap,belum menikah,0
46,pengangguran,menikah,0
32,pns,cerai,0
60,pengangguran,menikah,0
55,pekerja informal,duda,0
41,karyawan tetap,cerai,0
56,karyawan tetap,janda,0
44,pns,duda,0
29,pengangguran,duda,0
23,pekerja informal,duda,0
73,pegawai tetap,duda,0
63,pengangguran,duda,0
63,pengangguran,belum menikah,0
53,pns,belum menikah,0
33,pekerja informal,duda,0
27,pekerja informal,belum menikah,0
23,pns,janda,0
71,wirausaha,duda,0
27,wirausaha,cerai,0
56,wirausaha,janda,1
62,karyawan tetap,janda,0
34,pekerja informal,cerai,0
51,buruh,duda,0
52,wirausaha,menikah,0
75,pns,cerai,0
42,buruh,menikah,1
19,pengangguran,belum menikah,0
77,pns,menikah,0
44,wirausaha,cerai,0
34,pekerja informal,cerai,0
31,pns,janda,0
74,pns,belum menikah,0
18,pegawai tetap,belum menikah,0
56,pekerja informal,janda,0
54,wirausaha,janda,0
30,pegawai tetap,duda,0
46,buruh,belum menikah,0
63,pekerja informal,duda,0
42,pekerja informal,janda,0
31,pengangguran,janda,0
60,buruh,belum menikah,0
55,pegawai tetap,cerai,0
59,pekerja informal,cerai,0
49,pengangguran,janda,0
25,pns,menikah,0
43,pns,duda,0
29,pekerja informal,menikah,0
32,pekerja informal,janda,0
49,pegawai tetap,menikah,0
48,pns,janda,0
36,karyawan tetap,janda,0
18,karyawan tetap,cerai,0
68,wirausaha,belum menikah,0
69,wirausaha,duda,0
28,wirausaha,janda,0
57,pegawai tetap,duda,0
43,pegawai tetap,duda,0
24,pengangguran,belum menikah,0
59,pengangguran,duda,0
29,karyawan tetap,duda,0
62,buruh,belum menikah,0
54,karyawan tetap,janda,0
19,wirausaha,duda,0
51,pns,belum menikah,0
29,wirausaha,cerai,0
77,pegawai tetap,janda,0
51,buruh,belum menikah,0
21,pns,belum menikah,0
19,pegawai tetap,janda,0
35,pegawai tetap,janda,0
72,pekerja informal,duda,1
67,buruh,belum menikah,0
18,pengangguran,cerai,0
72,pekerja informal,belum menikah,0
57,pekerja informal,menikah,0
45,wirausaha,cerai,0
44,karyawan tetap,cerai,0
76,pekerja informal,cerai,1
48,pegawai tetap,janda,0
48,pengangguran,janda,0
36,pns,menikah,0
25,karyawan tetap,menikah,0
39,pekerja informal,menikah,0
60,buruh,menikah,1
70,karyawan tetap,janda,0
51,buruh,cerai,0
45,pekerja informal,duda,0
23,karyawan tetap,janda,0
76,wirausaha,belum menikah,0
60,buruh,cerai,0
62,pekerja informal,belum menikah,0
73,buruh,duda,1
37,karyawan tetap,belum menikah,0
25,karyawan tetap,belum menikah,0
34,buruh,menikah,0
25,pegawai tetap,belum menikah,0
36,pns,menikah,0
24,buruh,cerai,0
58,wirausaha,menikah,0
73,wirausaha,duda,0
65,pekerja informal,belum menikah,0
38,buruh,belum menikah,0
46,pekerja informal,belum menikah,0
21,wirausaha,menikah,0
20,karyawan tetap,duda,0
34,karyawan tetap,janda,0
32,pegawai tetap,belum menikah,0
68,pegawai tetap,cerai,0
33,karyawan tetap,menikah,0
77,pns,menikah,0
49,pns,duda,0
36,pns,menikah,0
50,pegawai tetap,janda,0
22,pekerja informal,menikah,0
26,pekerja informal,janda,0
41,pekerja informal,menikah,0
19,pengangguran,duda,0
72,buruh,belum menikah,0
18,karyawan tetap,menikah,0
28,buruh,belum menikah,0
25,pekerja informal,cerai,0
20,buruh,belum menikah,0
38,pns,janda,0
53,buruh,duda,0
49,pekerja informal,duda,0
56,pns,belum menikah,0
32,karyawan tetap,janda,0
79,pegawai tetap,janda,0
49,pegawai tetap,janda,0
45,pns,menikah,0
74,pengangguran,menikah,0
35,wirausaha,cerai,0
44,pekerja informal,janda,0
60,wirausaha,duda,1
40,pekerja informal,menikah,0
34,buruh,belum menikah,0
41,pns,duda,0
75,pengangguran,janda,1
70,pegawai tetap,cerai,0
23,pekerja informal,duda,0
35,pegawai tetap,duda,0
63,wirausaha,cerai,1
57,pengangguran,belum menikah,0
65,wirausaha,janda,1
22,buruh,cerai,0
37,pengangguran,menikah,0
78,pns,menikah,0
54,karyawan tetap,cerai,0
57,karyawan tetap,duda,0
64,wirausaha,menikah,0
33,pengangguran,menikah,0
64,pegawai tetap,cerai,0
74,pengangguran,duda,1
63,pengangguran,duda,0
55,pekerja informal,duda,0
26,wirausaha,duda,0
43,pegawai tetap,janda,0
72,pekerja informal,cerai,1
43,pns,belum menikah,0
37,karyawan tetap,janda,0
38,pegawai tetap,janda,0
61,pegawai tetap,cerai,0
57,wirausaha,belum menikah,1
40,pekerja informal,cerai,0
65,pegawai tetap,menikah,0
43,pekerja informal,menikah,0
30,karyawan tetap,janda,0
43,pengangguran,belum menikah,0
57,pekerja informal,cerai,0
61,wirausaha,belum menikah,1
75,buruh,janda,1
41,buruh,duda,0
24,pegawai tetap,cerai,0
65,pegawai tetap,cerai,0
21,pekerja informal,duda,0
28,wirausaha,duda,0
40,pns,cerai,0
23,pengangguran,belum menikah,0
43,pegawai tetap,cerai,0
40,pns,janda,0
31,karyawan tetap,cerai,0
68,pengangguran,belum menikah,0
58,wirausaha,duda,1
24,wirausaha,janda,0
54,buruh,belum menikah,0
58,pns,belum menikah,0
44,wirausaha,janda,0
61,buruh,duda,0
46,pegawai tetap,cerai,0
40,buruh,janda,0
68,pns,menikah,0
32,karyawan tetap,menikah,0
46,pegawai tetap,duda,0
22,pns,janda,0
49,pekerja informal,janda,0
24,wirausaha,janda,0
57,pns,menikah,0
37,wirausaha,belum menikah,0
72,pegawai tetap,menikah,0
69,karyawan tetap,janda,0
29,pekerja informal,duda,0
79,buruh,duda,1
79,buruh,cerai,1
47,pegawai tetap,janda,0
67,pengangguran,belum menikah,0
23,pengangguran,janda,0
44,buruh,cerai,0
43,karyawan tetap,janda,0
37,karyawan tetap,cerai,0
69,buruh,duda,1
37,buruh,janda,0
48,wirausaha,menikah,0
58,pns,duda,0
48,pengangguran,menikah,0
20,buruh,duda,0
79,wirausaha,belum menikah,0
21,pegawai tetap,menikah,0
33,pns,duda,0
31,pegawai tetap,janda,0
68,wirausaha,janda,0
66,pegawai tetap,duda,0
26,pegawai tetap,janda,0
58,pekerja informal,cerai,0
27,wirausaha,belum menikah,0
54,buruh,janda,0
20,pekerja informal,belum menikah,0
28,wirausaha,cerai,0
24,wirausaha,cerai,0
28,buruh,menikah,0
49,buruh,menikah,1
31,pns,cerai,0
43,karyawan tetap,menikah,0
30,pegawai tetap,menikah,0
44,pengangguran,duda,0
59,pns,menikah,0
46,pegawai tetap,duda,0
79,buruh,cerai,1
72,wirausaha,cerai,0
61,pekerja informal,duda,0
45,pengangguran,cerai,0
56,pegawai tetap,duda,0
79,pekerja informal,duda,1
50,pekerja informal,duda,0
56,pekerja informal,janda,0
19,karyawan tetap,cerai,0
30,pengangguran,belum menikah,0
70,pns,duda,0
69,buruh,belum menikah,0
27,pekerja informal,janda,0
56,karyawan tetap,belum menikah,0
45,pegawai tetap,duda,0
27,karyawan tetap,cerai,0
56,pns,janda,0
48,pns,janda,0
21,pengangguran,belum menikah,0
60,karyawan tetap,menikah,0
73,wirausaha,janda,0
29,pekerja informal,duda,0
58,karyawan tetap,cerai,0
54,buruh,janda,0
21,karyawan tetap,belum menikah,0
54,pengangguran,cerai,0
58,pegawai tetap,belum menikah,0
26,wirausaha,belum menikah,0
59,pekerja informal,cerai,0
28,pns,duda,0
45,wirausaha,belum menikah,0
20,karyawan tetap,cerai,0
27,wirausaha,belum menikah,0
32,wirausaha,janda,0
77,pekerja informal,belum menikah,0
42,pegawai tetap,belum menikah,0
23,pekerja informal,menikah,0
30,pekerja informal,duda,0
19,pegawai tetap,menikah,0
77,karyawan tetap,belum menikah,0
42,pns,janda,0
48,wirausaha,cerai,0
19,pns,janda,0
49,pns,menikah,0
28,buruh,menikah,0
18,buruh,janda,0
75,pengangguran,menikah,0
73,pns,duda,0
22,pns,belum menikah,0
79,wirausaha,belum menikah,0
26,karyawan tetap,belum menikah,0
66,pengangguran,menikah,0
45,pegawai tetap,belum menikah,0
67,wirausaha,janda,0
70,wirausaha,cerai,0
52,pekerja informal,duda,0
18,pegawai tetap,cerai,0
78,pegawai tetap,cerai,0
66,pekerja informal,menikah,0
58,pns,janda,0
32,wirausaha,belum menikah,0
70,buruh,duda,1
20,pekerja informal,cerai,0
27,wirausaha,janda,0
71,wirausaha,cerai,0
74,pengangguran,cerai,1
46,pengangguran,cerai,0
67,pns,duda,0
24,buruh,cerai,0
58,pegawai tetap,cerai,0
59,pengangguran,belum menikah,0
30,karyawan tetap,janda,0
58,karyawan tetap,menikah,0
26,karyawan tetap,cerai,0
46,pns,duda,0
60,pekerja informal,menikah,0
64,karyawan tetap,menikah,0
32,pekerja informal,cerai,0
39,buruh,cerai,0
59,karyawan tetap,janda,0
60,pns,duda,0
39,pegawai tetap,janda,0
51,pekerja informal,cerai,0
79,pns,belum menikah,0
45,karyawan tetap,cerai,0
36,pegawai tetap,menikah,0
57,wirausaha,janda,1
31,pegawai tetap,duda,0
66,karyawan tetap,janda,0
71,buruh,duda,1
56,pekerja informal,duda,0
76,wirausaha,janda,0
51,wirausaha,cerai,0
48,buruh,duda,0
32,buruh,belum menikah,0
40,karyawan tetap,menikah,0
54,pengangguran,cerai,0
29,pns,janda,0
39,pns,cerai,0
25,pekerja informal,janda,0
67,wirausaha,janda,0
22,karyawan tetap,belum menikah,0
46,pns,belum menikah,0
72,pegawai tetap,janda,0
51,pengangguran,belum menikah,0
44,pns,janda,0
76,pekerja informal,cerai,1
34,wirausaha,belum menikah,0
75,pegawai tetap,cerai,0
45,pns,janda,0
78,wirausaha,cerai,0
32,wirausaha,duda,0
61,buruh,duda,0
38,pekerja informal,cerai,0
79,pns,janda,0
74,karyawan tetap,belum menikah,0
47,buruh,cerai,0
21,karyawan tetap,duda,0
60,buruh,cerai,0
56,pns,cerai,0
21,wirausaha,menikah,0
61,karyawan tetap,duda,0
64,pengangguran,belum menikah,0
29,wirausaha,duda,0
61,buruh,menikah,0
55,pengangguran,belum menikah,0
59,pegawai tetap,belum menikah,0
78,pengangguran,duda,1
73,pegawai tetap,menikah,0
56,pns,belum menikah,0
30,karyawan tetap,cerai,0
78,wirausaha,belum menikah,0
25,pekerja informal,menikah,0
67,buruh,belum menikah,0
39,wirausaha,janda,0
52,wirausaha,menikah,0
78,pns,duda,0
44,karyawan tetap,belum menikah,0
27,buruh,duda,0
30,pekerja informal,cerai,0
62,buruh,menikah,0
58,pegawai tetap,duda,0
76,pengangguran,janda,1
77,wirausaha,menikah,0
31,pegawai tetap,cerai,0
27,pns,janda,0
29,pns,menikah,0
18,pengangguran,belum menikah,0
42,wirausaha,duda,0
18,pengangguran,janda,0
31,buruh,cerai,0
71,buruh,cerai,1
78,buruh,janda,1
77,pekerja informal,belum menikah,0
39,pengangguran,duda,0
78,pengangguran,janda,1
40,pegawai tetap,duda,0
59,karyawan tetap,cerai,0
60,pengangguran,menikah,0
35,pegawai tetap,janda,0
60,pengangguran,belum menikah,0
40,wirausaha,menikah,0
24,pekerja informal,belum menikah,0
58,buruh,cerai,0
47,buruh,duda,0
34,buruh,belum menikah,0
29,karyawan tetap,duda,0
71,pegawai tetap,duda,0
76,pekerja informal,cerai,1
40,karyawan tetap,menikah,0
19,karyawan tetap,menikah,0
30,pengangguran,menikah,0
55,pekerja informal,cerai,0
42,pns,cerai,0
50,pengangguran,duda,0
21,buruh,cerai,0
25,karyawan tetap,menikah,0
18,wirausaha,menikah,0
51,karyawan tetap,belum menikah,0
53,wirausaha,janda,0
57,pegawai tetap,janda,0
57,wirausaha,menikah,0
63,karyawan tetap,menikah,0
35,pengangguran,cerai,0
57,pengangguran,janda,0
41,buruh,belum menikah,0
78,pegawai tetap,belum menikah,0
19,wirausaha,belum menikah,0
79,pengangguran,belum menikah,0
53,pengangguran,menikah,0
21,wirausaha,cerai,0
54,pns,menikah,0
75,karyawan tetap,janda,0
64,pegawai tetap,duda,0
20,buruh,menikah,0
39,buruh,menikah,0
39,pekerja informal,belum menikah,0
74,buruh,janda,1
51,pegawai tetap,duda,0
41,pekerja informal,janda,0
42,pengangguran,janda,0
77,pekerja informal,duda,1
33,pekerja informal,duda,0
36,pegawai tetap,cerai,0
59,karyawan tetap,cerai,0
43,pegawai tetap,belum menikah,0
50,pns,menikah,0
29,buruh,cerai,0
69,pegawai tetap,duda,0
45,pns,menikah,0
73,buruh,cerai,1
33,pengangguran,janda,0
31,pekerja informal,cerai,0
35,wirausaha,menikah,0
35,pengangguran,cerai,0
25,pns,janda,0
74,wirausaha,menikah,0
45,pns,duda,0
38,wirausaha,menikah,0
74,buruh,belum menikah,0
32,pekerja informal,duda,0
20,karyawan tetap,duda,0
39,pns,janda,0
26,pns,cerai,0
36,karyawan tetap,cerai,0
65,pns,belum menikah,0
25,pekerja informal,cerai,0
34,pekerja informal,duda,0
49,buruh,belum menikah,0
73,pekerja informal,menikah,0
41,pekerja informal,menikah,0
59,karyawan tetap,duda,0
67,buruh,menikah,0
45,pegawai tetap,janda,0
26,wirausaha,duda,0
70,pekerja informal,duda,1
27,karyawan tetap,menikah,0
70,wirausaha,duda,0
21,wirausaha,duda,0
43,pengangguran,janda,0
39,wirausaha,belum menikah,0
62,pekerja informal,janda,0
59,pns,belum menikah,0
70,wirausaha,belum menikah,0
55,karyawan tetap,janda,0
73,pns,menikah,0
20,pegawai tetap,menikah,0
41,pegawai tetap,janda,0
77,pegawai tetap,menikah,0
36,buruh,belum menikah,0
22,karyawan tetap,menikah,0
29,karyawan tetap,cerai,0
22,pekerja informal,menikah,0
47,wirausaha,belum menikah,0
23,pengangguran,menikah,0
33,pns,cerai,0
70,pegawai tetap,janda,0
45,pengangguran,janda,0
53,wirausaha,belum menikah,0
23,pegawai tetap,duda,0
67,pengangguran,belum menikah,0
53,pekerja informal,janda,0
70,pengangguran,duda,1
70,pns,janda,0
27,karyawan tetap,belum menikah,0
43,pekerja informal,cerai,0
67,pekerja informal,cerai,1
68,pengangguran,belum menikah,0
23,pegawai tetap,menikah,0
68,pekerja informal,menikah,0
78,pns,menikah,0
50,pengangguran,cerai,0
62,buruh,menikah,0
59,pengangguran,menikah,0
52,wirausaha,cerai,0
77,wirausaha,janda,0
42,buruh,janda,0
62,pekerja informal,janda,0
72,karyawan tetap,belum menikah,0
60,wirausaha,menikah,0
26,pengangguran,janda,0
22,buruh,belum menikah,0
66,buruh,menikah,0
75,karyawan tetap,belum menikah,0
48,pns,menikah,0
71,wirausaha,belum menikah,0
53,pns,belum menikah,0
47,pegawai tetap,duda,0
78,wirausaha,menikah,0
49,pns,duda,0
57,pns,cerai,0
55,pegawai tetap,duda,0
66,pekerja informal,janda,1
64,pekerja informal,belum menikah,0
67,pekerja informal,belum menikah,0
41,wirausaha,janda,0
73,buruh,janda,1
30,karyawan tetap,cerai,0
30,pekerja informal,duda,0
55,pns,janda,0
68,wirausaha,janda,0
70,karyawan tetap,menikah,0
69,pengangguran,cerai,1
41,pekerja informal,belum menikah,0
22,pegawai tetap,duda,0
21,pegawai tetap,cerai,0
37,pegawai tetap,belum menikah,0
67,wirausaha,menikah,0
37,pns,duda,0
71,pekerja informal,duda,1
32,pekerja informal,cerai,0
78,karyawan tetap,janda,0
22,pns,duda,0
55,wirausaha,menikah,0
